trip_id,VendorID,datetime_id,passenger_count_id,trip_distance_id,rate_code_id,store_and_fwd_flag,pickup_location_id,dropoff_location_id,payment_type_id,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
8589934608,2,8589934608,4,863,0,N,62911,69634,0,6.0,0.0,0.5,1.36,0.0,0.3,8.16
8589934609,2,8589934609,0,665,0,N,55290,68940,3,8.0,0.0,0.5,0.0,0.0,0.3,8.8
8589934610,2,8589934610,0,157,0,N,47352,69209,3,6.0,0.0,0.5,0.0,0.0,0.3,6.8
8589934611,2,8589934611,3,1382,0,N,68070,77641,3,18.5,0.0,0.5,0.0,0.0,0.3,19.3
8589934612,2,8589934612,0,1333,0,N,71992,67353,0,9.5,0.0,0.5,2.06,0.0,0.3,12.36
8589934613,2,8589934613,0,1090,0,N,62784,72620,0,18.0,0.0,0.5,3.76,0.0,0.3,22.56
8589934614,2,8589934614,0,1351,0,N,51739,72511,0,19.0,0.0,0.5,3.56,0.0,0.3,23.36
8589934615,2,8589934615,0,1255,0,N,69134,61012,0,9.5,0.0,0.5,2.06,0.0,0.3,12.36
8589934616,2,8589934616,0,1486,0,N,63562,55655,0,13.5,0.0,0.5,2.0,0.0,0.3,16.3
8589934617,2,8589934617,5,1455,0,N,70722,58076,0,7.5,0.0,0.5,1.66,0.0,0.3,9.96
8589934618,2,8589934618,1,1330,0,N,70967,70147,0,14.5,0.0,0.5,3.06,0.0,0.3,18.36
8589934619,2,8589934619,0,908,0,N,63089,61886,3,12.5,0.0,0.5,0.0,0.0,0.3,13.3
8589934620,2,8589934620,2,966,0,N,63090,60334,0,7.5,0.0,0.5,2.0,0.0,0.3,10.3
8589934621,2,8589934621,0,1304,0,N,59049,61016,3,12.0,0.0,0.5,0.0,0.0,0.3,12.8
8589934622,2,8589934622,0,420,0,N,62798,57799,0,13.0,0.0,0.5,2.76,0.0,0.3,16.56
8589934623,2,8589934623,0,1681,0,N,48928,58819,0,10.0,0.0,0.5,1.8,0.0,0.3,12.6
8589934624,2,8589934624,3,1497,0,N,46579,65224,0,10.0,0.0,0.5,2.16,0.0,0.3,12.96
8589934625,2,8589934625,1,506,0,N,66484,59436,0,6.5,0.0,0.5,1.46,0.0,0.3,8.76
8589934626,2,8589934626,2,773,0,N,46580,70022,0,7.5,0.0,0.5,0.0,0.0,0.3,8.3
8589934627,2,8589934627,0,594,0,N,56090,64367,0,5.0,0.0,0.5,1.45,0.0,0.3,7.25
8589934628,2,8589934628,0,1180,0,N,60633,65590,0,10.5,0.0,0.5,2.0,0.0,0.3,13.3
8589934629,2,8589934629,0,708,0,N,71872,77378,0,8.5,0.0,0.5,2.32,0.0,0.3,11.62
8589934630,2,8589934630,1,238,0,N,66613,58564,0,11.5,0.0,0.5,1.23,0.0,0.3,13.53
8589934631,2,8589934631,3,2017,4,N,50992,71465,0,52.0,0.0,0.5,11.67,5.54,0.3,70.01
8589934632,2,8589934632,0,80,0,N,63707,74930,3,10.5,0.0,0.5,0.0,0.0,0.3,11.3
8589934633,2,8589934633,5,544,0,N,60764,66070,0,13.5,0.0,0.5,2.86,0.0,0.3,17.16
8589934634,2,8589934634,0,1436,0,N,46443,66551,0,7.5,0.0,0.5,2.49,0.0,0.3,10.79
8589934635,2,8589934635,0,1598,0,N,50218,34398,0,8.0,0.0,0.5,1.76,0.0,0.3,10.56
8589934636,2,8589934636,5,309,0,N,50613,59832,0,7.5,0.0,0.5,1.0,0.0,0.3,9.3
8589934637,2,8589934637,3,1109,0,N,71641,58844,0,4.0,0.0,0.5,1.2,0.0,0.3,6.0
8589934638,2,8589934638,2,1595,0,N,47127,74945,0,6.0,0.0,0.5,1.0,0.0,0.3,7.8
8589934639,2,8589934639,3,1535,0,N,67019,57043,0,3.5,0.0,0.5,0.43,0.0,0.3,4.73
8589934640,2,8589934640,0,1180,0,N,70477,58580,0,7.0,0.0,0.5,1.56,0.0,0.3,9.36
8589934641,2,8589934641,5,1697,0,N,51642,58852,0,12.5,0.0,0.5,1.2,0.0,0.3,14.5
8589934642,2,8589934642,5,892,0,N,47013,76700,0,17.0,0.0,0.5,3.56,0.0,0.3,21.36
8589934643,2,8589934643,0,1628,0,N,59995,76985,0,25.5,0.0,0.5,6.0,0.0,0.3,32.3
8589934644,2,8589934644,5,562,0,N,49856,56047,3,5.0,0.0,0.5,0.0,0.0,0.3,5.8
8589934645,2,8589934645,1,1416,0,N,71381,63349,0,7.0,0.0,0.5,0.78,0.0,0.3,8.58
8589934646,2,8589934646,0,572,0,N,65984,60241,0,7.5,0.0,0.5,1.66,0.0,0.3,9.96
8589934647,2,8589934647,0,1222,0,N,53782,61697,0,18.5,0.0,0.5,3.0,0.0,0.3,22.3
8589934648,2,8589934648,0,974,0,N,51898,63761,0,4.5,0.0,0.5,1.06,0.0,0.3,6.36
8589934649,2,8589934649,0,159,0,N,68235,74155,0,16.5,0.0,0.5,3.46,0.0,0.3,20.76
8589934650,2,8589934650,0,1134,0,N,46341,65504,0,23.5,0.0,0.5,4.86,0.0,0.3,29.16
8589934651,2,8589934651,2,595,0,N,70482,60924,0,11.5,0.0,0.5,2.46,0.0,0.3,14.76
8589934652,2,8589934652,3,155,0,N,58558,65127,3,8.5,0.0,0.5,0.0,0.0,0.3,9.3
8589934653,2,8589934653,0,1274,0,N,60000,65736,0,13.0,0.0,0.5,2.76,0.0,0.3,16.56
8589934654,2,8589934654,3,1350,0,N,57011,61049,3,5.5,0.0,0.5,0.0,0.0,0.3,6.3
8589934655,2,8589934655,1,1114,0,N,68771,55545,3,17.0,0.0,0.5,0.0,0.0,0.3,17.8
8589934656,2,8589934656,0,9,0,N,60272,73712,0,10.5,0.0,0.5,1.5,0.0,0.3,12.8
8589934657,2,8589934657,0,1498,0,N,49864,73713,3,8.0,0.0,0.5,0.0,0.0,0.3,8.8
8589934658,2,8589934658,3,1180,0,N,59085,62415,0,8.0,0.0,0.5,1.76,0.0,0.3,10.56
8589934659,2,8589934659,0,1207,0,N,59088,75226,0,9.0,0.0,0.5,1.0,0.0,0.3,10.8
8589934660,2,8589934660,0,1289,0,N,59871,61052,0,24.5,0.0,0.5,1.0,0.0,0.3,26.3
8589934661,2,8589934661,0,1430,0,N,52544,72779,0,4.5,0.0,0.5,1.32,0.0,0.3,6.62
8589934662,2,8589934662,0,876,0,N,46885,58476,0,7.5,0.0,0.5,1.66,0.0,0.3,9.96
8589934663,2,8589934663,1,1544,0,N,69169,78087,0,22.5,0.0,0.5,4.66,0.0,0.3,27.96
8589934664,2,8589934664,0,453,0,N,51788,62056,0,21.0,0.0,0.5,4.36,0.0,0.3,26.16
8589934665,2,8589934665,0,595,0,N,72045,61932,0,12.5,0.0,0.5,1.0,0.0,0.3,14.3
8589934666,2,8589934666,5,284,0,N,64808,19961,3,5.0,0.0,0.5,0.0,0.0,0.3,5.8
8589934667,2,8589934667,0,1124,0,N,62971,77417,3,7.5,0.0,0.5,0.0,0.0,0.3,8.3
8589934668,2,8589934668,0,884,0,N,55610,64890,3,12.5,0.0,0.5,0.0,0.0,0.3,13.3
8589934669,2,8589934669,3,80,0,N,70244,62951,0,7.0,0.0,0.5,1.56,0.0,0.3,9.36
8589934670,2,8589934670,0,908,0,N,47704,61579,0,11.5,0.0,0.5,2.0,0.0,0.3,14.3
8589934671,2,8589934671,3,1373,0,N,64288,65281,0,7.5,0.0,0.5,1.66,0.0,0.3,9.96
8589934672,2,8589934672,5,1789,0,N,61445,53263,0,23.0,0.0,0.5,0.0,0.0,0.3,23.8
8589934673,2,8589934673,0,597,0,N,50126,77263,0,12.5,0.0,0.5,2.66,0.0,0.3,15.96
8589934674,2,8589934674,0,1658,0,N,51922,74842,0,7.5,0.0,0.5,1.0,0.0,0.3,9.3
8589934675,2,8589934675,0,428,0,N,60565,53907,0,4.0,0.0,0.5,0.96,0.0,0.3,5.76
8589934676,2,8589934676,5,253,0,N,67595,57681,0,13.5,0.0,0.5,2.86,0.0,0.3,17.16
8589934677,2,8589934677,0,506,0,N,57301,75668,0,9.5,0.0,0.5,2.06,0.0,0.3,12.36
8589934678,2,8589934678,1,1644,0,N,61305,70463,0,22.5,0.0,0.5,2.0,0.0,0.3,25.3
8589934679,2,8589934679,0,1255,0,N,57814,57857,0,8.5,0.0,0.5,0.5,0.0,0.3,9.8
8589934680,2,8589934680,5,1288,0,N,65359,52740,0,15.5,0.0,0.5,3.26,0.0,0.3,19.56
8589934681,2,8589934681,0,1658,0,N,69982,67298,0,10.5,0.0,0.5,2.26,0.0,0.3,13.56
8589934682,2,8589934682,2,984,0,N,66410,56073,0,5.5,0.0,0.5,1.89,0.0,0.3,8.19
8589934683,2,8589934683,0,87,0,N,57446,74012,0,8.0,0.0,0.5,2.2,0.0,0.3,11.0
8589934684,2,8589934684,0,1220,0,N,51559,61225,0,7.0,0.0,0.5,1.56,0.0,0.3,9.36
8589934685,2,8589934685,2,787,0,N,50136,65028,0,11.0,0.0,0.5,2.36,0.0,0.3,14.16
8589934686,2,8589934686,4,1430,0,N,47994,59246,3,5.5,0.0,0.5,0.0,0.0,0.3,6.3
8589934687,2,8589934687,0,728,0,N,62718,73466,0,18.0,0.0,0.5,3.76,0.0,0.3,22.56
8589934688,2,8589934688,4,1680,0,N,58851,56436,3,4.0,0.0,0.5,0.0,0.0,0.3,4.8
8589934689,2,8589934689,5,178,0,N,51932,68478,0,19.0,0.0,0.5,3.96,0.0,0.3,23.76
8589934690,2,8589934690,1,1249,0,N,52319,68367,0,7.5,0.0,0.5,1.66,0.0,0.3,9.96
8589934691,2,8589934691,0,1417,0,N,62484,67432,0,11.5,0.0,0.5,2.0,0.0,0.3,14.3
8589934692,2,8589934692,0,156,0,N,70652,58397,3,7.0,0.0,0.5,0.0,0.0,0.3,7.8
8589934693,2,8589934693,0,1600,0,N,66151,77160,0,14.0,0.0,0.5,2.96,0.0,0.3,17.76
8589934694,2,8589934694,0,1234,0,N,63390,77019,0,9.0,0.0,0.5,1.96,0.0,0.3,11.76
8589934695,2,8589934695,0,1201,0,N,51048,73324,0,4.0,0.0,0.5,1.0,0.0,0.3,5.8
8589934696,2,8589934696,5,1098,0,N,54198,73900,0,5.5,0.0,0.5,1.26,0.0,0.3,7.56
8589934697,2,8589934697,0,31,0,N,51940,52627,0,18.0,0.0,0.5,3.76,0.0,0.3,22.56
8589934698,2,8589934698,5,1157,0,N,68427,73749,0,9.0,0.0,0.5,1.96,0.0,0.3,11.76
8589934699,2,8589934699,0,1039,0,N,58468,52496,0,7.0,0.0,0.5,1.95,0.0,0.3,9.75
8589934700,2,8589934700,3,1264,0,N,63266,75271,3,8.5,0.0,0.5,0.0,0.0,0.3,9.3
8589934701,2,8589934701,0,1599,0,N,70138,55863,0,6.0,0.0,0.5,2.04,0.0,0.3,8.84
8589934702,2,8589934702,0,1100,0,N,56270,69959,3,10.0,0.0,0.5,0.0,0.0,0.3,10.8
8589934703,2,8589934703,3,924,0,N,58743,61359,3,4.0,0.0,0.5,0.0,0.0,0.3,4.8
8589934704,2,8589934704,0,499,0,N,54846,72202,0,24.5,0.0,0.5,5.06,0.0,0.3,30.36
8589934705,2,8589934705,0,750,0,N,66559,63274,0,29.0,0.0,0.5,5.96,0.0,0.3,35.76
8589934706,2,8589934706,0,984,0,N,65385,60815,3,5.0,0.0,0.5,0.0,0.0,0.3,5.8
8589934707,2,8589934707,0,17,0,N,63276,53028,0,5.0,0.0,0.5,1.16,0.0,0.3,6.96
8589934708,2,8589934708,0,737,0,N,70150,66005,3,13.5,0.0,0.5,0.0,0.0,0.3,14.3
8589934709,2,8589934709,0,910,0,N,55116,75289,0,31.5,0.0,0.5,8.08,0.0,0.3,40.38
8589934710,2,8589934710,0,1219,0,N,59921,75842,0,7.0,0.0,0.5,1.56,0.0,0.3,9.36
8589934711,2,8589934711,4,997,0,N,55523,65188,0,27.5,0.0,0.5,4.5,0.0,0.3,32.8
8589934712,2,8589934712,0,277,0,N,70679,73241,0,8.0,0.0,0.5,1.0,0.0,0.3,9.8
8589934713,2,8589934713,0,1616,0,N,60203,63552,3,19.5,0.0,0.5,0.0,0.0,0.3,20.3
8589934714,2,8589934714,0,165,0,N,60069,74368,3,11.0,0.0,0.5,0.0,0.0,0.3,11.8
8589934715,2,8589934715,3,562,0,N,51314,61739,0,5.0,0.0,0.5,1.74,0.0,0.3,7.54
8589934716,2,8589934716,3,1100,0,N,69495,65892,0,13.0,0.0,0.5,2.0,0.0,0.3,15.8
8589934717,2,8589934717,0,704,0,N,52470,52382,0,12.5,0.0,0.5,1.0,0.0,0.3,14.3
8589934718,2,8589934718,0,787,0,N,62754,71155,0,8.5,0.0,0.5,1.86,0.0,0.3,11.16
8589934719,2,8589934719,0,157,0,N,50171,52775,3,7.5,0.0,0.5,0.0,0.0,0.3,8.3
8589934720,2,12843,0,1571,0,N,51446,63560,3,5.5,0.0,0.5,0.0,0.0,0.3,6.3
8589934721,2,8589934721,0,410,0,N,55530,63689,3,8.0,0.0,0.5,0.0,0.0,0.3,8.8
8589934722,2,8589934722,5,1333,0,N,48276,70514,3,9.5,0.0,0.5,0.0,0.0,0.3,10.3
8589934723,2,8589934723,0,1060,0,N,50058,70755,0,26.5,0.0,0.5,5.46,0.0,0.3,32.76
8589934724,2,8589937467,0,840,0,N,71058,78006,0,7.0,0.0,0.5,2.34,0.0,0.3,10.14
8589934725,2,8589934725,3,1039,0,N,70171,54569,0,6.0,0.0,0.5,1.36,0.0,0.3,8.16
8589934726,2,8589934726,0,863,0,N,71963,76119,0,6.0,0.0,0.5,1.36,0.0,0.3,8.16
8589934727,2,8589934727,3,32,0,N,57740,69856,0,9.0,0.0,0.5,1.96,0.0,0.3,11.76
8589934728,2,8589934728,0,1010,0,N,63294,53044,0,35.5,0.0,0.5,0.0,0.0,0.3,36.3
8589934729,2,8589934729,5,953,0,N,58494,63962,0,15.5,0.0,0.5,3.26,0.0,0.3,19.56
8589934730,2,8589934730,3,1436,0,N,71712,64599,0,7.5,0.0,0.5,1.25,0.0,0.3,9.55
8589934731,2,8589934731,4,428,0,N,70310,63966,3,5.0,0.0,0.5,0.0,0.0,0.3,5.8
8589934732,2,8589934732,3,820,0,N,61623,53469,0,5.0,0.0,0.5,1.45,0.0,0.3,7.25
8589934733,2,8589934733,1,863,0,N,48037,61865,3,8.5,0.0,0.5,0.0,0.0,0.3,9.3
8589934734,2,8589934734,0,863,0,N,71205,66041,0,7.0,0.0,0.5,1.56,0.0,0.3,9.36
8589934735,2,8589934735,0,1254,0,N,62536,64831,0,11.5,0.0,0.5,3.08,0.0,0.3,15.38
8589934736,2,8589934736,5,1418,0,N,59950,55360,0,8.5,0.0,0.5,1.7,0.0,0.3,11.0
8589934737,2,8589934737,0,156,0,N,46695,63720,0,6.5,0.0,0.5,1.0,0.0,0.3,8.3
8589934738,2,8589934738,2,1069,0,N,50467,76940,0,13.5,0.0,0.5,2.86,0.0,0.3,17.16
8589934739,2,8589934739,0,534,0,N,48294,69208,0,6.5,0.0,0.5,1.46,0.0,0.3,8.76
8589934740,2,8589934740,0,765,0,N,63440,66819,3,11.0,0.0,0.5,0.0,0.0,0.3,11.8
8589934741,2,8589934741,0,1016,0,N,47233,66177,0,14.5,0.0,0.5,3.06,0.0,0.3,18.36
8589934742,2,8589934742,1,29,0,N,50469,61010,0,6.0,0.0,0.5,1.0,0.0,0.3,7.8
8589934743,2,8589934743,4,587,0,N,71494,52552,0,15.0,0.0,0.5,3.16,0.0,0.3,18.96
8589934744,2,8589934744,5,1285,0,N,49429,72877,0,8.5,0.0,0.5,1.0,0.0,0.3,10.3
8589934745,2,8589934745,0,429,0,N,48303,68809,0,10.5,0.0,0.5,2.26,0.0,0.3,13.56
8589934746,2,8589934746,3,422,0,N,67801,69355,0,13.5,0.0,0.5,2.86,0.0,0.3,17.16
8589934747,2,8589934747,2,765,0,N,48808,58812,0,9.0,0.0,0.5,1.96,0.0,0.3,11.76
8589934748,2,8589934748,0,1220,0,N,57107,63314,0,9.5,0.0,0.5,1.0,0.0,0.3,11.3
8589934749,2,8589934749,3,1114,0,N,53254,76680,0,16.0,0.0,0.5,2.5,0.0,0.3,19.3
8589934750,2,8589934750,0,29,0,N,60107,57546,0,7.0,0.0,0.5,1.56,0.0,0.3,9.36
8589934751,2,8589934751,0,646,0,N,21596,21669,0,4.0,0.0,0.5,1.2,0.0,0.3,6.0
8589934752,2,8589934752,2,1430,0,N,56201,53083,0,4.5,0.0,0.5,1.06,0.0,0.3,6.36
8589934753,2,8589934753,1,723,0,N,52138,69229,0,25.5,0.0,0.5,4.7,0.0,0.3,31.0
8589934754,2,8589934754,0,1100,0,N,52140,78189,0,8.5,0.0,0.5,1.86,0.0,0.3,11.16
8589934755,2,8589934755,0,1290,0,N,54521,73825,0,13.0,0.0,0.5,2.76,0.0,0.3,16.56
8589934756,2,8589934756,0,1571,0,N,53636,73396,0,4.5,0.0,0.5,1.06,0.0,0.3,6.36
8589934757,2,8589934757,0,344,0,N,70460,65356,0,9.0,0.0,0.5,2.94,0.0,0.3,12.74
8589934758,2,8589934758,0,622,0,N,65705,75476,0,8.0,0.0,0.5,1.76,0.0,0.3,10.56
8589934759,2,8589934759,0,1003,0,N,66751,69662,0,10.5,0.0,0.5,2.26,0.0,0.3,13.56
8589934760,2,8589934760,5,702,0,N,55968,60736,0,4.5,0.0,0.5,1.06,0.0,0.3,6.36
8589934761,2,8589934761,0,582,0,N,71107,71626,0,11.5,0.0,0.5,2.46,0.0,0.3,14.76
8589934762,2,8589934762,0,1124,0,N,71892,77545,0,8.0,0.0,0.5,1.76,0.0,0.3,10.56
8589934763,2,8589934763,0,760,0,N,66763,54253,0,9.0,0.0,0.5,1.96,0.0,0.3,11.76
8589934764,2,8589934764,3,820,0,N,47014,75496,3,5.0,0.0,0.5,0.0,0.0,0.3,5.8
8589934765,2,8589934765,0,455,0,N,50748,67261,0,10.0,0.0,0.5,1.0,0.0,0.3,11.8
8589934766,2,8589934766,5,1085,0,N,61280,77683,0,9.0,0.0,0.5,1.96,0.0,0.3,11.76
8589934767,2,8589937008,0,622,0,N,65458,61695,3,6.0,0.0,0.5,0.0,0.0,0.3,6.8
8589934768,2,8589934768,0,679,0,N,54165,55265,0,8.5,0.0,0.5,1.86,0.0,0.3,11.16
8589934769,2,8589934769,0,479,0,N,52649,65375,0,13.0,0.0,0.5,2.76,0.0,0.3,16.56
8589934770,2,8589934770,0,1556,0,N,62453,58107,0,5.5,0.0,0.5,1.26,0.0,0.3,7.56
8589934771,2,8589934771,0,1072,0,N,48217,52592,3,3.5,0.0,0.5,0.0,0.0,0.3,4.3
8589934772,2,8589934772,0,584,0,N,70616,54900,0,11.5,0.0,0.5,3.08,0.0,0.3,15.38
8589934773,2,8589934773,0,1099,0,N,61161,53113,0,6.5,0.0,0.5,1.46,0.0,0.3,8.76
8589934774,2,8589934774,0,109,0,N,67705,60930,3,15.5,0.0,0.5,0.0,0.0,0.3,16.3
8589934775,2,8589934775,0,1981,0,N,56235,60614,3,43.0,0.0,0.5,0.0,5.54,0.3,49.34
8589934776,2,8589934776,0,916,0,N,53539,63078,0,23.0,0.0,0.5,4.76,0.0,0.3,28.56
8589934777,2,8589934777,4,1558,0,N,50232,72554,3,11.5,0.0,0.5,0.0,0.0,0.3,12.3
8589934778,2,8589934778,0,52,0,N,67167,21669,3,2.5,0.0,0.5,0.0,0.0,0.3,3.3
8589934779,2,8589934779,1,853,0,N,56506,60372,3,9.5,0.0,0.5,0.0,0.0,0.3,10.3
8589934780,2,8589934780,1,1451,0,N,64550,55828,3,11.5,0.0,0.5,0.0,0.0,0.3,12.3
8589934781,2,8589934781,1,708,0,N,54676,57591,0,8.0,0.0,0.5,2.64,0.0,0.3,11.44
8589934782,2,8589934782,0,1452,0,N,57561,74178,0,16.0,0.0,0.5,3.36,0.0,0.3,20.16
8589934783,2,8589934783,0,69,0,N,67856,63086,3,7.5,0.0,0.5,0.0,0.0,0.3,8.3
8589934784,2,8589934784,0,892,0,N,51542,60376,0,16.5,0.0,0.5,1.0,0.0,0.3,18.3
8589934785,2,8589934785,0,253,0,N,63735,58122,0,9.5,0.0,0.5,2.06,0.0,0.3,12.36
8589934786,2,8589934786,3,87,0,N,52047,57476,0,8.0,0.0,0.5,1.76,0.0,0.3,10.56
8589934787,2,8589934787,0,1373,0,N,61052,62424,3,7.0,0.0,0.5,0.0,0.0,0.3,7.8
8589934788,2,8589934788,0,1599,0,N,64951,52608,0,5.5,0.0,0.5,2.0,0.0,0.3,8.3
8589934789,2,8589934789,0,1062,0,N,51544,55955,0,40.0,0.0,0.5,4.0,5.54,0.3,50.34
8589934790,2,8589934790,3,254,0,N,54933,53531,0,20.0,0.0,0.5,4.16,0.0,0.3,24.96
8589934791,2,8589934791,1,702,0,N,64284,27330,0,5.0,0.0,0.5,1.16,0.0,0.3,6.96
8589934792,2,8589934792,0,1149,0,N,70386,73881,0,30.5,0.0,0.5,7.82,0.0,0.3,39.12
8589934793,2,8589934793,0,119,0,N,48857,61463,0,12.5,0.0,0.5,3.32,0.0,0.3,16.62
8589934794,2,8589934794,0,787,0,N,68662,68079,3,9.5,0.0,0.5,0.0,0.0,0.3,10.3
8589934795,2,8589934795,0,1498,0,N,70752,65148,0,7.5,0.0,0.5,1.66,0.0,0.3,9.96
8589934796,2,8589934796,3,974,0,N,70509,52340,3,6.5,0.0,0.5,0.0,0.0,0.3,7.3
8589934797,2,8589934797,0,1467,0,N,51159,73059,0,14.5,0.0,0.5,3.82,0.0,0.3,19.12
8589934798,2,8589934798,5,1481,0,N,65495,60641,3,18.5,0.0,0.5,0.0,0.0,0.3,19.3
8589934799,2,8589934799,0,507,0,N,55375,73457,3,9.0,0.0,0.5,0.0,0.0,0.3,9.8
8589934800,2,8589934800,0,731,0,N,66924,64428,0,15.5,0.0,0.5,3.26,0.0,0.3,19.56
8589934801,2,8589934801,0,478,0,N,48118,62435,3,6.0,0.0,0.5,0.0,0.0,0.3,6.8
8589934802,2,8589934802,5,481,0,N,50017,67422,0,13.5,0.0,0.5,2.86,0.0,0.3,17.16
8589934803,2,8589934803,0,1333,0,N,68257,61224,0,15.0,0.0,0.5,2.0,0.0,0.3,17.8
8589934804,2,8589934804,0,1143,0,N,70393,54157,3,3.5,0.0,0.5,0.0,0.0,0.3,4.3
8589934805,2,8589934805,0,1436,0,N,50138,59377,0,7.5,0.0,0.5,1.0,0.0,0.3,9.3
8589934806,2,8589934806,5,552,0,N,53317,64786,0,9.5,0.0,0.5,0.5,0.0,0.3,10.8
8589934807,2,8589934807,3,1466,0,N,63513,76746,3,9.0,0.0,0.5,0.0,0.0,0.3,9.8
8589934808,2,8589934808,1,1214,0,N,52921,76214,3,31.0,0.0,0.5,0.0,5.54,0.3,37.34
8589934809,2,8589934809,0,1229,0,N,46778,64791,3,7.5,0.0,0.5,0.0,0.0,0.3,8.3
8589934810,2,8589934810,0,534,0,N,72205,59014,0,7.0,0.0,0.5,1.4,0.0,0.3,9.2
8589934811,2,8589934811,4,665,0,N,67464,69160,3,8.5,0.0,0.5,0.0,0.0,0.3,9.3
8589934812,2,8589934812,0,1084,0,N,69206,65652,3,5.5,0.0,0.5,0.0,0.0,0.3,6.3
8589934813,2,8589934813,0,1418,0,N,69207,70208,3,11.0,0.0,0.5,0.0,0.0,0.3,11.8
8589934814,2,8589934814,0,472,0,N,62276,58635,3,8.0,0.0,0.5,0.0,0.0,0.3,8.8
8589934815,2,8589934815,2,1535,0,N,61857,66914,0,4.5,0.0,0.5,1.06,0.0,0.3,6.36
8589934816,2,8589934816,0,472,0,N,49771,52499,0,7.5,0.0,0.5,2.08,0.0,0.3,10.38
8589934817,2,8589934817,5,1599,0,N,65517,60284,3,8.0,0.0,0.5,0.0,0.0,0.3,8.8
8589934818,2,8589934818,0,1099,0,N,65374,74217,3,7.5,0.0,0.5,0.0,0.0,0.3,8.3
8589934819,2,8589934819,0,354,0,N,54209,71132,3,5.0,0.0,0.5,0.0,0.0,0.3,5.8
8589934820,2,8589934820,3,53,0,N,69996,56969,0,5.5,0.0,0.5,1.89,0.0,0.3,8.19
8589934821,2,8589934821,0,284,0,N,60193,63544,0,5.5,0.0,0.5,1.26,0.0,0.3,7.56
8589934822,2,8589934822,2,1156,0,N,61211,70496,3,4.5,0.0,0.5,0.0,0.0,0.3,5.3
8589934823,2,8589934823,0,773,0,N,70920,74366,0,9.0,0.0,0.5,2.0,0.0,0.3,11.8
8589934824,2,8589934824,3,507,0,N,61083,57754,0,8.5,0.0,0.5,1.86,0.0,0.3,11.16
8589934825,2,8589934825,3,1588,0,N,63157,66931,0,20.0,0.0,0.5,5.2,0.0,0.3,26.0
8589934826,2,8589934826,0,573,0,N,56305,62238,0,16.0,0.0,0.5,4.2,0.0,0.3,21.0
8589934827,2,8589934827,0,303,0,N,53058,54444,3,20.0,0.5,0.5,0.0,0.0,0.3,21.3
8589934828,2,8589934828,0,612,0,N,71176,71970,3,5.0,0.0,0.5,0.0,0.0,0.3,5.8
8589934829,2,8589934829,0,1142,0,N,47213,52915,0,8.0,0.0,0.5,1.0,0.0,0.3,9.8
8589934830,2,8589934830,5,148,0,N,62515,63562,0,13.0,0.0,0.5,1.0,0.0,0.3,14.8
8589934831,2,8589934831,0,156,0,N,52223,73492,0,6.0,0.0,0.5,1.36,0.0,0.3,8.16
8589934832,2,8589934832,0,525,0,N,60970,67068,0,50.5,0.0,0.5,5.0,0.0,0.3,56.3
8589934833,2,8589934833,0,804,0,N,67641,63435,3,8.5,0.0,0.5,0.0,0.0,0.3,9.3
8589934834,2,8589934834,1,1097,0,N,58487,58530,0,4.5,0.0,0.5,1.32,0.0,0.3,6.62
