trip_id,VendorID,datetime_id,passenger_count_id,trip_distance_id,rate_code_id,store_and_fwd_flag,pickup_location_id,dropoff_location_id,payment_type_id,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
34359738460,2,34359750437,5,1429,0,N,94469,12796,3,10.0,0.0,0.5,0.0,0.0,0.3,10.8
34359738461,2,34359750438,3,701,0,N,86557,25845,0,7.5,0.0,0.5,2.08,0.0,0.3,10.38
34359738462,2,34359750439,0,122,0,N,92532,4310,0,17.0,0.0,0.5,3.56,0.0,0.3,21.36
34359738463,2,34359750440,3,702,0,N,79489,8324,3,6.0,0.0,0.5,0.0,0.0,0.3,6.8
34359738464,2,34359750441,0,551,0,N,96613,744,3,10.0,0.0,0.5,0.0,0.0,0.3,10.8
34359738465,2,34359750442,4,839,0,N,75089,20479,0,6.0,0.0,0.5,1.7,0.0,0.3,8.5
34359738466,2,34359750443,3,976,0,N,52642,18227,0,9.5,0.0,0.5,1.0,0.0,0.3,11.3
34359738467,2,34359750444,5,704,0,N,85788,17864,0,13.0,0.0,0.5,2.76,0.0,0.3,16.56
34359738468,2,34359750445,5,1036,0,N,89230,9614,3,19.5,0.0,0.5,0.0,0.0,0.3,20.3
34359738469,2,34359750446,3,864,0,N,77181,21138,0,17.5,0.0,0.5,5.49,0.0,0.3,23.79
34359738470,2,34359750447,0,1556,0,N,89780,5091,0,6.0,0.0,0.5,1.36,0.0,0.3,8.16
34359738471,2,34359750448,5,278,0,N,82106,21786,3,31.5,0.0,0.5,0.0,5.54,0.3,37.84
34359738472,2,34359750449,0,1022,0,N,77078,2337,3,8.0,0.0,0.5,0.0,0.0,0.3,8.8
34359738473,2,34359750450,0,1086,0,N,83494,11764,3,16.0,0.0,0.5,0.0,0.0,0.3,16.8
34359738474,2,34359750451,5,678,0,N,75607,12800,3,7.0,0.0,0.5,0.0,0.0,0.3,7.8
34359738475,2,34359750452,1,493,4,N,73434,24438,3,52.0,0.0,0.5,0.0,5.54,0.3,58.34
34359738476,2,34359750453,1,1198,0,N,77080,20357,3,50.0,0.0,0.5,0.0,5.54,0.3,56.34
34359738477,2,34359750454,0,1243,0,N,47646,13707,3,6.5,0.0,0.5,0.0,0.0,0.3,7.3
34359738478,2,34359750455,3,646,0,N,86563,14737,3,5.0,0.0,0.5,0.0,0.0,0.3,5.8
34359738479,2,34359750456,0,527,0,N,92538,22340,0,36.0,0.0,0.5,8.47,5.54,0.3,50.81
34359738480,2,34359750457,0,707,0,N,96765,6047,3,11.5,0.0,0.5,0.0,0.0,0.3,12.3
34359738481,2,34359750458,0,536,0,N,92545,16852,0,15.0,0.0,0.5,4.74,0.0,0.3,20.54
34359738482,2,34359750459,5,105,0,N,91878,8211,0,17.5,0.0,0.5,0.0,0.0,0.3,18.3
34359738483,2,34359750460,0,1290,0,N,95375,25227,0,10.5,0.0,0.5,2.26,0.0,0.3,13.56
34359738484,2,34359750461,2,80,0,N,84136,2878,3,8.5,0.0,0.5,0.0,0.0,0.3,9.3
34359738485,2,34359750462,0,284,0,N,77737,3150,0,10.5,0.0,0.5,2.26,0.0,0.3,13.56
34359738486,2,34359750463,0,985,0,N,91769,4194,3,5.0,0.0,0.5,0.0,0.0,0.3,5.8
34359738487,2,34359750464,0,366,0,N,85671,15928,3,30.5,0.0,0.5,0.0,5.54,0.3,36.84
34359738488,2,34359750465,1,1373,0,N,82603,16583,0,8.5,0.0,0.5,1.86,0.0,0.3,11.16
34359738489,2,34359750466,0,1557,0,N,81305,12678,0,5.5,0.0,0.5,0.0,0.0,0.3,6.3
34359738490,2,34359750467,0,912,0,N,73584,9781,3,15.0,0.0,0.5,0.0,0.0,0.3,15.8
34359738491,2,34359750468,0,87,0,N,95520,21398,0,7.5,0.0,0.5,2.08,0.0,0.3,10.38
34359738492,2,34359750469,0,306,4,N,32908,10615,0,52.0,0.0,0.5,10.56,0.0,0.3,63.36
34359738493,2,34359750470,5,1517,0,N,94492,19858,0,14.0,0.0,0.5,1.75,0.0,0.3,16.55
34359738494,2,34359750471,0,1099,0,N,73586,23663,3,6.5,0.0,0.5,0.0,0.0,0.3,7.3
34359738495,2,34359750472,0,917,0,N,86713,10870,3,47.5,0.0,0.5,0.0,5.54,0.3,53.84
34359738496,2,34359750473,3,1240,0,N,84806,21950,0,23.5,0.0,0.5,4.86,0.0,0.3,29.16
34359738497,2,34359750474,0,996,0,N,83047,4987,3,12.0,0.0,0.5,0.0,0.0,0.3,12.8
34359738498,2,34359750475,2,1692,4,N,85675,10353,0,52.0,0.0,0.5,11.67,5.54,0.3,70.01
34359738499,2,34359750476,0,1437,0,N,84149,19994,0,17.0,0.0,0.5,2.0,0.0,0.3,19.8
34359738500,2,34359750477,5,1517,0,N,91263,11253,0,12.5,0.0,0.5,2.66,0.0,0.3,15.96
34359738501,2,34359750478,5,158,0,N,89011,6424,0,14.0,0.0,0.5,3.7,0.0,0.3,18.5
34359738502,2,34359750479,0,1063,0,N,94273,5939,3,26.0,0.0,0.5,0.0,5.54,0.3,32.34
34359738503,2,34359750480,0,702,0,N,93743,10626,0,6.5,0.0,0.5,1.46,0.0,0.3,8.76
34359738504,2,34359750481,0,717,0,N,92421,19169,3,27.0,0.0,0.5,0.0,0.0,0.3,27.8
34359738505,2,34359750482,3,309,0,N,85940,4077,3,15.0,0.0,0.5,0.0,0.0,0.3,15.8
34359738506,2,34359750483,0,1625,0,N,79394,15416,3,11.0,0.0,0.5,0.0,0.0,0.3,11.8
34359738507,2,34359750484,0,481,0,N,83256,907,0,12.5,0.0,0.5,2.66,0.0,0.3,15.96
34359738508,2,34359750485,1,277,0,N,74116,25253,3,11.0,0.0,0.5,0.0,0.0,0.3,11.8
34359738509,2,34359750486,0,813,0,N,81732,16873,0,6.0,0.0,0.5,1.36,0.0,0.3,8.16
34359738510,2,34359750487,2,463,0,N,72615,12566,0,24.5,0.0,0.5,2.0,0.0,0.3,27.3
34359738511,2,34359750488,0,1098,0,N,91664,19874,0,8.5,0.0,0.5,1.86,0.0,0.3,11.16
34359738512,2,34359750489,5,472,0,N,88121,13351,0,6.5,0.0,0.5,1.46,0.0,0.3,8.76
34359738513,2,34359750490,0,284,0,N,74753,24727,3,6.0,0.0,0.5,0.0,0.0,0.3,6.8
34359738514,2,34359750491,0,479,0,N,85113,526,3,17.5,0.0,0.5,0.0,0.0,0.3,18.3
34359738515,2,34359750492,5,804,0,N,75141,7736,0,11.5,0.0,0.5,1.0,0.0,0.3,13.3
34359738516,2,34359750493,5,973,0,N,93760,10080,0,4.0,0.0,0.5,1.25,0.0,0.3,6.05
34359738517,2,34359750494,0,1331,0,N,82865,6692,3,29.0,0.0,0.5,0.0,0.0,0.3,29.8
34359738518,2,34359750495,3,863,0,N,86733,9804,0,7.5,0.0,0.5,1.66,0.0,0.3,9.96
34359738519,2,34359750496,3,1133,0,N,84685,7612,0,20.5,0.0,0.5,5.32,0.0,0.3,26.62
34359738520,2,34359750497,1,1481,0,N,92437,3435,0,22.5,0.0,0.5,4.0,0.0,0.3,27.3
34359738521,2,34359750498,0,1181,0,N,75652,16211,0,15.5,0.0,0.5,3.26,0.0,0.3,19.56
34359738522,2,34359750499,1,1117,0,N,82757,20273,0,39.5,0.0,0.5,9.17,5.54,0.3,55.01
34359738523,2,34359750500,0,765,0,N,72623,4092,0,9.5,0.0,0.5,1.0,0.0,0.3,11.3
34359738524,2,34359750501,1,1180,0,N,96676,12194,3,10.5,0.0,0.5,0.0,0.0,0.3,11.3
34359738525,2,34359750502,0,1249,0,N,89701,17391,0,8.0,0.0,0.5,1.76,0.0,0.3,10.56
34359738526,2,34359750503,0,311,0,N,89037,22659,0,24.5,0.0,0.5,3.04,0.0,0.3,28.34
34359738527,2,34359750504,0,984,0,N,75792,5401,0,6.5,0.0,0.5,2.0,0.0,0.3,9.3
34359738528,2,34359750505,0,428,0,N,76062,24213,0,4.0,0.0,0.5,0.0,0.0,0.3,4.8
34359738529,2,34359750506,1,1229,0,N,77372,11039,0,10.0,0.0,0.5,1.5,0.0,0.3,12.3
34359738530,2,34359750507,3,1131,0,N,81216,19072,0,13.0,0.0,0.5,2.0,0.0,0.3,15.8
34359738531,2,34359750508,5,1244,0,N,84297,10096,0,22.5,0.0,0.5,4.66,0.0,0.3,27.96
34359738532,2,34359750509,1,120,0,N,92450,23198,0,5.5,0.0,0.5,1.0,0.0,0.3,7.3
34359738533,2,34359750510,1,1366,0,N,80317,25132,0,16.5,0.0,0.5,3.46,0.0,0.3,20.76
34359738534,2,34359750511,2,1640,0,N,77901,16497,0,18.0,0.0,0.5,2.0,0.0,0.3,20.8
34359738535,2,34359750512,3,1702,0,N,74395,11434,0,7.5,0.0,0.5,1.66,0.0,0.3,9.96
34359738536,2,34359750513,3,533,0,N,87274,8527,3,4.0,0.0,0.5,0.0,0.0,0.3,4.8
34359738537,2,34359750514,0,1234,0,N,85358,3316,0,11.0,0.0,0.5,2.36,0.0,0.3,14.16
34359738538,2,34359750515,0,448,0,N,82408,936,0,10.5,0.0,0.5,1.0,0.0,0.3,12.3
34359738539,2,34359750516,0,863,0,N,92065,10909,0,7.5,0.0,0.5,1.66,0.0,0.3,9.96
34359738540,2,34359750517,0,940,0,N,87637,21708,0,18.0,0.0,0.5,3.0,0.0,0.3,21.8
34359738541,2,34359750518,0,1084,0,N,91691,23210,0,6.0,0.0,0.5,1.0,0.0,0.3,7.8
34359738542,2,34359750519,0,62,0,N,95841,2934,0,14.0,0.0,0.5,3.7,0.0,0.3,18.5
34359738543,2,34359750520,0,257,4,N,91446,7239,3,52.0,0.0,0.5,0.0,0.0,0.3,52.8
34359738544,2,34359750521,1,121,0,N,78792,25024,0,17.5,0.0,0.5,3.66,0.0,0.3,21.96
34359738545,2,34359750522,0,98,0,N,74902,21564,0,15.0,0.0,0.5,3.16,0.0,0.3,18.96
34359738546,2,34359750523,3,533,0,N,87414,7244,0,4.5,0.0,0.5,1.06,0.0,0.3,6.36
34359738547,2,34359750524,0,1610,0,N,921,25421,3,33.0,0.0,0.5,0.0,5.54,0.3,39.34
34359738548,2,34359750525,0,1180,0,N,74904,4526,3,8.5,0.0,0.5,0.0,0.0,0.3,9.3
34359738549,2,34359750526,4,1285,0,N,95720,9833,0,11.0,0.0,0.5,2.36,0.0,0.3,14.16
34359738550,2,34359750527,0,1100,0,N,90109,14142,0,14.0,0.0,0.5,2.96,0.0,0.3,17.76
34359738551,2,34359750528,0,840,0,N,76892,16909,0,7.0,0.0,0.5,1.56,0.0,0.3,9.36
34359738552,2,34359750529,2,953,0,N,74785,23473,0,16.0,0.0,0.5,3.36,0.0,0.3,20.16
34359738553,2,34359750530,3,622,0,N,78539,9058,3,8.5,0.0,0.5,0.0,0.0,0.3,9.3
34359738554,2,34359750531,1,403,0,N,95592,5314,0,9.5,0.0,0.5,1.7,0.0,0.3,12.0
34359738555,2,34359750532,3,53,0,N,74419,8156,0,6.0,0.0,0.5,1.0,0.0,0.3,7.8
34359738556,2,34359750533,0,1549,0,N,93928,13660,0,39.0,0.0,0.5,9.07,5.54,0.3,54.41
34359738557,2,34359750534,0,1436,0,N,92479,3720,0,11.5,0.0,0.5,2.46,0.0,0.3,14.76
34359738558,2,34359750535,0,294,0,N,95195,7898,0,7.0,0.0,0.5,1.0,0.0,0.3,8.8
34359738559,2,34359750536,1,897,0,N,89729,1896,0,35.0,0.0,0.5,8.95,0.0,0.3,44.75
34359738560,2,34359750537,0,1039,0,N,95455,22553,0,10.5,0.0,0.5,2.26,0.0,0.3,13.56
34359738561,2,34359750538,1,412,0,N,92225,19922,0,11.5,0.0,0.5,3.69,0.0,0.3,15.99
34359738562,2,34359750539,0,428,0,N,77662,14933,3,7.5,0.0,0.5,0.0,0.0,0.3,8.3
34359738563,2,34359750540,5,551,0,N,76214,20433,0,10.0,0.0,0.5,2.7,0.0,0.3,13.5
34359738564,2,34359750541,2,622,0,N,86110,20704,0,7.5,0.0,0.5,2.08,0.0,0.3,10.38
34359738565,2,34359750542,0,1373,0,N,76902,19491,3,8.0,0.0,0.5,0.0,0.0,0.3,8.8
34359738566,2,34359750543,0,731,0,N,77802,2021,0,16.5,0.0,0.5,1.0,0.0,0.3,18.3
34359738567,2,34359750544,0,1562,0,N,74157,25948,0,9.0,0.0,0.5,1.96,0.0,0.3,11.76
34359738568,2,34359750545,1,1546,0,N,89592,3594,0,24.0,0.0,0.5,6.2,0.0,0.3,31.0
34359738569,2,34359750546,0,707,0,N,82906,15067,3,10.5,0.0,0.5,0.0,0.0,0.3,11.3
34359738570,2,34359750547,0,1330,0,N,91055,25802,0,12.0,0.0,0.5,2.0,0.0,0.3,14.8
34359738571,2,34359750548,0,659,0,N,93146,20708,3,14.5,0.0,0.5,0.0,0.0,0.3,15.3
34359738572,2,34359750549,1,1223,0,N,85028,9069,0,33.5,0.0,0.5,7.97,5.54,0.3,47.81
34359738573,2,34359750550,4,876,0,N,90124,1758,3,9.0,0.0,0.5,0.0,0.0,0.3,9.8
34359738574,2,34359750551,0,1416,0,N,93556,56,3,7.0,0.0,0.5,0.0,0.0,0.3,7.8
34359738575,2,34359750552,5,1220,0,N,85875,15877,3,9.0,0.0,0.5,0.0,0.0,0.3,9.8
34359738576,2,34359750553,0,1561,0,N,94708,3599,0,73.5,0.0,0.5,14.86,0.0,0.3,89.16
34359738577,2,34359750554,0,1069,0,N,81668,16536,0,10.0,0.0,0.5,2.7,0.0,0.3,13.5
34359738578,2,34359750555,0,1243,0,N,90260,21745,0,7.5,0.0,0.5,1.0,0.0,0.3,9.3
34359738579,2,34359750556,0,1328,0,N,76653,10816,0,8.5,0.0,0.5,1.86,0.0,0.3,11.16
34359738580,2,34359750557,0,127,0,N,73092,22691,3,32.5,0.0,0.5,0.0,0.0,0.3,33.3
34359738581,2,34359750558,5,1545,0,N,82919,24398,0,12.5,0.0,0.5,3.32,0.0,0.3,16.62
34359738582,2,34359750559,3,1373,0,N,75198,8690,3,6.5,0.0,0.5,0.0,0.0,0.3,7.3
34359738583,2,34359750560,0,1285,0,N,84331,13676,0,11.0,0.0,0.5,1.77,0.0,0.3,13.57
34359738584,2,34359750561,0,1632,0,N,85882,589,0,34.0,0.0,0.5,8.07,5.54,0.3,48.41
34359738585,2,34359750562,0,1243,0,N,73790,18621,0,6.5,0.0,0.5,1.46,0.0,0.3,8.76
34359738586,2,34359750563,0,132,0,N,72430,24918,3,26.5,0.0,0.5,0.0,5.54,0.3,32.84
34359738587,2,34359750564,0,494,0,N,73116,9089,0,5.5,0.0,0.5,0.0,0.0,0.3,6.3
34359738588,2,34359750565,0,1486,0,N,78570,7666,3,12.5,0.0,0.5,0.0,0.0,0.3,13.3
34359738589,2,34359750566,0,0,0,N,76235,16663,0,5.0,0.0,0.5,0.75,0.0,0.3,6.55
34359738590,2,34359750567,0,1595,0,N,81267,8696,0,7.0,0.0,0.5,1.5,0.0,0.3,9.3
34359738591,2,34359750568,0,1429,0,N,84900,8584,3,13.0,0.0,0.5,0.0,0.0,0.3,13.8
34359738592,2,34359750569,0,760,0,N,92373,5621,0,6.5,0.0,0.5,1.46,0.0,0.3,8.76
34359738593,2,34359750570,0,1562,0,N,80097,20059,0,8.0,0.0,0.5,1.76,0.0,0.3,10.56
34359738594,2,34359750571,0,665,0,N,83598,1130,3,9.5,0.0,0.5,0.0,0.0,0.3,10.3
34359738595,2,34359750572,0,1454,0,N,90789,10703,0,3.5,0.0,0.5,1.29,0.0,0.3,5.59
34359738596,2,34359750573,0,249,0,N,79839,5073,0,32.0,0.0,0.5,9.58,5.54,0.3,47.92
34359738597,2,34359750574,5,613,0,N,86397,18764,0,12.0,0.0,0.5,1.0,0.0,0.3,13.8
34359738598,2,34359750575,0,1264,0,N,86658,16304,0,11.5,0.0,0.5,3.08,0.0,0.3,15.38
34359738599,2,34359750576,0,1312,0,N,86399,4034,0,9.5,0.0,0.5,2.06,0.0,0.3,12.36
34359738600,2,34359750577,0,1602,4,N,93177,5075,3,52.0,0.0,0.5,0.0,5.54,0.3,58.34
34359738601,2,34359750578,0,533,0,N,93433,6762,3,6.0,0.0,0.5,0.0,0.0,0.3,6.8
34359738602,2,34359750579,0,795,0,N,79481,24026,3,18.5,0.0,0.5,0.0,0.0,0.3,19.3
34359738603,2,34359750580,5,622,0,N,91362,25072,3,10.0,0.0,0.5,0.0,0.0,0.3,10.8
34359738604,2,34359750581,0,237,0,N,86026,1274,0,15.0,0.0,0.5,3.16,0.0,0.3,18.96
34359738605,2,34359750582,1,1418,0,N,92529,22331,0,9.5,0.0,0.5,2.06,0.0,0.3,12.36
34359738606,2,34359750583,3,787,0,N,96612,14581,0,13.0,0.0,0.5,2.76,0.0,0.3,16.56
34359738607,2,34359750584,1,829,0,N,97369,9756,3,18.5,0.0,0.5,0.0,0.0,0.3,19.3
34359738608,2,34359750585,3,1477,0,N,95891,17594,3,12.0,0.0,0.5,0.0,0.0,0.3,12.8
34359738609,2,34359750586,0,638,0,N,84919,4438,3,8.5,0.0,0.5,0.0,0.0,0.3,9.3
34359738610,2,34359750587,0,165,0,N,86813,24157,3,6.5,0.0,0.5,0.0,0.0,0.3,7.3
34359738611,2,34359750588,0,928,0,N,91621,18226,3,37.0,0.0,0.5,0.0,5.54,0.3,43.34
