datetime_id,tpep_pickup_datetime,pick_hour,pick_day,pick_month,pick_year,pick_weekday,tpep_dropoff_datetime,drop_hour,drop_day,drop_month,drop_year,drop_weekday
8589934611,2016-03-10T07:41:34.000Z,7,10,3,2016,5,2016-03-10T08:05:23.000Z,8,10,3,2016,5
8589934612,2016-03-10T07:42:01.000Z,7,10,3,2016,5,2016-03-10T07:48:49.000Z,7,10,3,2016,5
8589934613,2016-03-10T07:43:10.000Z,7,10,3,2016,5,2016-03-10T08:03:51.000Z,8,10,3,2016,5
8589934614,2016-03-10T07:44:48.000Z,7,10,3,2016,5,2016-03-10T08:07:01.000Z,8,10,3,2016,5
8589934615,2016-03-10T07:45:34.000Z,7,10,3,2016,5,2016-03-10T07:58:44.000Z,7,10,3,2016,5
8589934616,2016-03-10T07:46:43.000Z,7,10,3,2016,5,2016-03-10T08:04:27.000Z,8,10,3,2016,5
8589934617,2016-03-10T07:48:27.000Z,7,10,3,2016,5,2016-03-10T07:56:11.000Z,7,10,3,2016,5
8589934618,2016-03-10T07:49:26.000Z,7,10,3,2016,5,2016-03-10T08:11:49.000Z,8,10,3,2016,5
8589934619,2016-03-10T07:49:51.000Z,7,10,3,2016,5,2016-03-10T08:07:44.000Z,8,10,3,2016,5
8589934620,2016-03-10T07:49:53.000Z,7,10,3,2016,5,2016-03-10T07:58:43.000Z,7,10,3,2016,5
8589934621,2016-03-10T07:50:35.000Z,7,10,3,2016,5,2016-03-10T08:07:25.000Z,8,10,3,2016,5
8589934622,2016-03-10T07:52:26.000Z,7,10,3,2016,5,2016-03-10T08:07:58.000Z,8,10,3,2016,5
8589934623,2016-03-10T07:52:53.000Z,7,10,3,2016,5,2016-03-10T08:06:48.000Z,8,10,3,2016,5
8589934624,2016-03-10T07:53:26.000Z,7,10,3,2016,5,2016-03-10T08:07:44.000Z,8,10,3,2016,5
8589934625,2016-03-10T07:53:34.000Z,7,10,3,2016,5,2016-03-10T08:00:22.000Z,8,10,3,2016,5
8589934626,2016-03-10T07:53:34.000Z,7,10,3,2016,5,2016-03-10T08:02:10.000Z,8,10,3,2016,5
8589934627,2016-03-10T07:54:29.000Z,7,10,3,2016,5,2016-03-10T07:58:34.000Z,7,10,3,2016,5
8589934628,2016-03-10T07:54:35.000Z,7,10,3,2016,5,2016-03-10T08:08:43.000Z,8,10,3,2016,5
8589934629,2016-03-10T07:57:16.000Z,7,10,3,2016,5,2016-03-10T08:07:36.000Z,8,10,3,2016,5
8589934630,2016-03-10T07:57:47.000Z,7,10,3,2016,5,2016-03-10T08:12:10.000Z,8,10,3,2016,5
8589934631,2016-03-10T07:57:59.000Z,7,10,3,2016,5,2016-03-10T08:45:42.000Z,8,10,3,2016,5
8589934632,2016-03-10T08:03:24.000Z,8,10,3,2016,5,2016-03-10T08:18:46.000Z,8,10,3,2016,5
8589934633,2016-03-10T08:09:38.000Z,8,10,3,2016,5,2016-03-10T08:24:22.000Z,8,10,3,2016,5
8589934634,2016-03-10T08:09:39.000Z,8,10,3,2016,5,2016-03-10T08:17:13.000Z,8,10,3,2016,5
8589934635,2016-03-10T08:11:22.000Z,8,10,3,2016,5,2016-03-10T08:21:07.000Z,8,10,3,2016,5
8589934636,2016-03-10T08:13:07.000Z,8,10,3,2016,5,2016-03-10T08:19:45.000Z,8,10,3,2016,5
8589934637,2016-03-10T08:13:23.000Z,8,10,3,2016,5,2016-03-10T08:16:17.000Z,8,10,3,2016,5
8589934638,2016-03-10T08:13:54.000Z,8,10,3,2016,5,2016-03-10T08:20:29.000Z,8,10,3,2016,5
8589934639,2016-03-10T08:14:51.000Z,8,10,3,2016,5,2016-03-10T08:16:34.000Z,8,10,3,2016,5
8589934640,2016-03-10T08:16:53.000Z,8,10,3,2016,5,2016-03-10T08:24:37.000Z,8,10,3,2016,5
8589934641,2016-03-10T08:16:54.000Z,8,10,3,2016,5,2016-03-10T08:33:36.000Z,8,10,3,2016,5
8589934642,2016-03-10T08:17:36.000Z,8,10,3,2016,5,2016-03-10T08:37:53.000Z,8,10,3,2016,5
8589934643,2016-03-10T08:18:13.000Z,8,10,3,2016,5,2016-03-10T08:45:29.000Z,8,10,3,2016,5
8589934644,2016-03-10T08:18:50.000Z,8,10,3,2016,5,2016-03-10T08:24:05.000Z,8,10,3,2016,5
8589934645,2016-03-10T08:19:36.000Z,8,10,3,2016,5,2016-03-10T08:28:52.000Z,8,10,3,2016,5
8589934646,2016-03-10T08:20:50.000Z,8,10,3,2016,5,2016-03-10T08:30:46.000Z,8,10,3,2016,5
8589934647,2016-03-10T08:21:32.000Z,8,10,3,2016,5,2016-03-10T08:47:26.000Z,8,10,3,2016,5
8589934648,2016-03-10T08:22:48.000Z,8,10,3,2016,5,2016-03-10T08:26:22.000Z,8,10,3,2016,5
8589934649,2016-03-10T08:22:51.000Z,8,10,3,2016,5,2016-03-10T08:46:13.000Z,8,10,3,2016,5
8589934650,2016-03-10T08:24:21.000Z,8,10,3,2016,5,2016-03-10T08:53:05.000Z,8,10,3,2016,5
8589934651,2016-03-10T08:24:26.000Z,8,10,3,2016,5,2016-03-10T08:38:37.000Z,8,10,3,2016,5
8589934652,2016-03-10T08:25:08.000Z,8,10,3,2016,5,2016-03-10T08:33:57.000Z,8,10,3,2016,5
8589934653,2016-03-10T08:25:42.000Z,8,10,3,2016,5,2016-03-10T08:43:33.000Z,8,10,3,2016,5
8589934654,2016-03-10T08:26:46.000Z,8,10,3,2016,5,2016-03-10T08:32:42.000Z,8,10,3,2016,5
8589934655,2016-03-10T08:28:06.000Z,8,10,3,2016,5,2016-03-10T08:53:51.000Z,8,10,3,2016,5
8589934656,2016-03-10T08:28:30.000Z,8,10,3,2016,5,2016-03-10T08:43:11.000Z,8,10,3,2016,5
8589934657,2016-03-10T08:28:36.000Z,8,10,3,2016,5,2016-03-10T08:36:43.000Z,8,10,3,2016,5
8589934658,2016-03-10T08:28:37.000Z,8,10,3,2016,5,2016-03-10T08:37:56.000Z,8,10,3,2016,5
8589934659,2016-03-10T08:29:26.000Z,8,10,3,2016,5,2016-03-10T08:41:54.000Z,8,10,3,2016,5
8589934660,2016-03-10T08:29:49.000Z,8,10,3,2016,5,2016-03-10T09:00:56.000Z,9,10,3,2016,5
8589934661,2016-03-10T08:32:11.000Z,8,10,3,2016,5,2016-03-10T08:35:48.000Z,8,10,3,2016,5
8589934662,2016-03-10T08:32:22.000Z,8,10,3,2016,5,2016-03-10T08:41:14.000Z,8,10,3,2016,5
8589934663,2016-03-10T08:32:41.000Z,8,10,3,2016,5,2016-03-10T09:02:35.000Z,9,10,3,2016,5
8589934664,2016-03-10T08:32:56.000Z,8,10,3,2016,5,2016-03-10T08:57:59.000Z,8,10,3,2016,5
8589934665,2016-03-10T08:34:31.000Z,8,10,3,2016,5,2016-03-10T08:52:15.000Z,8,10,3,2016,5
8589934666,2016-03-10T08:36:24.000Z,8,10,3,2016,5,2016-03-10T08:40:44.000Z,8,10,3,2016,5
8589934667,2016-03-10T08:37:13.000Z,8,10,3,2016,5,2016-03-10T08:45:25.000Z,8,10,3,2016,5
8589934668,2016-03-10T08:39:25.000Z,8,10,3,2016,5,2016-03-10T08:57:03.000Z,8,10,3,2016,5
8589934669,2016-03-10T08:41:54.000Z,8,10,3,2016,5,2016-03-10T08:48:48.000Z,8,10,3,2016,5
8589934670,2016-03-10T08:42:39.000Z,8,10,3,2016,5,2016-03-10T08:58:09.000Z,8,10,3,2016,5
8589934671,2016-03-10T08:44:46.000Z,8,10,3,2016,5,2016-03-10T08:54:10.000Z,8,10,3,2016,5
8589934672,2016-03-10T08:45:09.000Z,8,10,3,2016,5,2016-03-10T09:00:25.000Z,9,10,3,2016,5
8589934673,2016-03-10T08:45:18.000Z,8,10,3,2016,5,2016-03-10T09:01:51.000Z,9,10,3,2016,5
8589934674,2016-03-10T08:48:34.000Z,8,10,3,2016,5,2016-03-10T08:57:18.000Z,8,10,3,2016,5
8589934675,2016-03-10T08:48:57.000Z,8,10,3,2016,5,2016-03-10T08:51:17.000Z,8,10,3,2016,5
8589934676,2016-03-10T08:49:31.000Z,8,10,3,2016,5,2016-03-10T09:10:35.000Z,9,10,3,2016,5
8589934677,2016-03-10T08:50:17.000Z,8,10,3,2016,5,2016-03-10T09:03:56.000Z,9,10,3,2016,5
8589934678,2016-03-10T08:51:38.000Z,8,10,3,2016,5,2016-03-10T09:20:09.000Z,9,10,3,2016,5
8589934679,2016-03-10T08:51:56.000Z,8,10,3,2016,5,2016-03-10T09:01:35.000Z,9,10,3,2016,5
8589934680,2016-03-10T08:52:05.000Z,8,10,3,2016,5,2016-03-10T09:09:45.000Z,9,10,3,2016,5
8589934681,2016-03-10T08:52:21.000Z,8,10,3,2016,5,2016-03-10T09:07:26.000Z,9,10,3,2016,5
8589934682,2016-03-10T08:52:21.000Z,8,10,3,2016,5,2016-03-10T08:57:30.000Z,8,10,3,2016,5
8589934683,2016-03-10T08:53:05.000Z,8,10,3,2016,5,2016-03-10T09:03:42.000Z,9,10,3,2016,5
8589934684,2016-03-10T08:54:19.000Z,8,10,3,2016,5,2016-03-10T09:01:39.000Z,9,10,3,2016,5
8589934685,2016-03-10T08:55:39.000Z,8,10,3,2016,5,2016-03-10T09:10:59.000Z,9,10,3,2016,5
8589934686,2016-03-10T08:56:08.000Z,8,10,3,2016,5,2016-03-10T09:02:02.000Z,9,10,3,2016,5
8589934687,2016-03-10T08:57:03.000Z,8,10,3,2016,5,2016-03-10T09:21:43.000Z,9,10,3,2016,5
8589934688,2016-03-10T08:57:25.000Z,8,10,3,2016,5,2016-03-10T08:59:46.000Z,8,10,3,2016,5
8589934689,2016-03-10T08:57:59.000Z,8,10,3,2016,5,2016-03-10T09:25:42.000Z,9,10,3,2016,5
8589934690,2016-03-10T08:58:21.000Z,8,10,3,2016,5,2016-03-10T09:07:57.000Z,9,10,3,2016,5
8589934691,2016-03-10T08:58:23.000Z,8,10,3,2016,5,2016-03-10T09:12:00.000Z,9,10,3,2016,5
8589934692,2016-03-10T08:59:16.000Z,8,10,3,2016,5,2016-03-10T09:06:32.000Z,9,10,3,2016,5
8589934693,2016-03-10T09:00:10.000Z,9,10,3,2016,5,2016-03-10T09:13:58.000Z,9,10,3,2016,5
8589934694,2016-03-10T09:01:55.000Z,9,10,3,2016,5,2016-03-10T09:14:00.000Z,9,10,3,2016,5
8589934695,2016-03-10T09:03:08.000Z,9,10,3,2016,5,2016-03-10T09:06:28.000Z,9,10,3,2016,5
8589934696,2016-03-10T09:04:04.000Z,9,10,3,2016,5,2016-03-10T09:09:46.000Z,9,10,3,2016,5
8589934697,2016-03-10T09:04:49.000Z,9,10,3,2016,5,2016-03-10T09:23:59.000Z,9,10,3,2016,5
8589934698,2016-03-10T09:06:19.000Z,9,10,3,2016,5,2016-03-10T09:17:19.000Z,9,10,3,2016,5
8589934699,2016-03-10T09:08:03.000Z,9,10,3,2016,5,2016-03-10T09:15:00.000Z,9,10,3,2016,5
8589934700,2016-03-10T09:10:06.000Z,9,10,3,2016,5,2016-03-10T09:20:24.000Z,9,10,3,2016,5
8589934701,2016-03-10T09:10:12.000Z,9,10,3,2016,5,2016-03-10T09:15:36.000Z,9,10,3,2016,5
8589934702,2016-03-10T09:10:17.000Z,9,10,3,2016,5,2016-03-10T09:20:41.000Z,9,10,3,2016,5
8589934703,2016-03-10T09:16:00.000Z,9,10,3,2016,5,2016-03-10T09:19:39.000Z,9,10,3,2016,5
8589934704,2016-03-10T09:16:07.000Z,9,10,3,2016,5,2016-03-10T09:40:38.000Z,9,10,3,2016,5
8589934705,2016-03-10T09:17:28.000Z,9,10,3,2016,5,2016-03-10T09:46:14.000Z,9,10,3,2016,5
8589934706,2016-03-10T09:19:35.000Z,9,10,3,2016,5,2016-03-10T09:24:33.000Z,9,10,3,2016,5
8589934707,2016-03-10T09:19:38.000Z,9,10,3,2016,5,2016-03-10T09:23:36.000Z,9,10,3,2016,5
8589934708,2016-03-10T09:22:06.000Z,9,10,3,2016,5,2016-03-10T09:35:36.000Z,9,10,3,2016,5
8589934709,2016-03-10T09:22:30.000Z,9,10,3,2016,5,2016-03-10T10:01:44.000Z,10,10,3,2016,5
8589934710,2016-03-10T09:22:46.000Z,9,10,3,2016,5,2016-03-10T09:30:41.000Z,9,10,3,2016,5
8589934711,2016-03-10T09:23:50.000Z,9,10,3,2016,5,2016-03-10T09:48:59.000Z,9,10,3,2016,5
8589934712,2016-03-10T09:23:57.000Z,9,10,3,2016,5,2016-03-10T09:32:59.000Z,9,10,3,2016,5
8589934713,2016-03-10T09:24:13.000Z,9,10,3,2016,5,2016-03-10T09:43:53.000Z,9,10,3,2016,5
8589934714,2016-03-10T09:25:28.000Z,9,10,3,2016,5,2016-03-10T09:41:54.000Z,9,10,3,2016,5
8589934715,2016-03-10T09:25:42.000Z,9,10,3,2016,5,2016-03-10T09:30:08.000Z,9,10,3,2016,5
8589934716,2016-03-10T09:25:48.000Z,9,10,3,2016,5,2016-03-10T09:43:56.000Z,9,10,3,2016,5
8589934717,2016-03-10T09:26:57.000Z,9,10,3,2016,5,2016-03-10T09:44:51.000Z,9,10,3,2016,5
8589934718,2016-03-10T07:08:10.000Z,7,10,3,2016,5,2016-03-10T07:16:30.000Z,7,10,3,2016,5
8589934719,2016-03-10T07:08:27.000Z,7,10,3,2016,5,2016-03-10T07:17:07.000Z,7,10,3,2016,5
8589934720,2016-03-10T07:08:46.000Z,7,10,3,2016,5,2016-03-10T07:14:05.000Z,7,10,3,2016,5
8589934721,2016-03-10T07:09:09.000Z,7,10,3,2016,5,2016-03-10T07:16:47.000Z,7,10,3,2016,5
8589934722,2016-03-10T07:15:18.000Z,7,10,3,2016,5,2016-03-10T07:24:38.000Z,7,10,3,2016,5
8589934723,2016-03-10T07:19:24.000Z,7,10,3,2016,5,2016-03-10T07:49:08.000Z,7,10,3,2016,5
8589934724,2016-03-10T07:20:20.000Z,7,10,3,2016,5,2016-03-10T07:28:23.000Z,7,10,3,2016,5
8589934725,2016-03-10T07:20:21.000Z,7,10,3,2016,5,2016-03-10T07:24:59.000Z,7,10,3,2016,5
8589934726,2016-03-10T07:21:12.000Z,7,10,3,2016,5,2016-03-10T07:26:20.000Z,7,10,3,2016,5
8589934727,2016-03-10T07:22:10.000Z,7,10,3,2016,5,2016-03-10T07:29:37.000Z,7,10,3,2016,5
8589934728,2016-03-10T07:23:13.000Z,7,10,3,2016,5,2016-03-10T08:06:12.000Z,8,10,3,2016,5
8589934729,2016-03-10T07:23:43.000Z,7,10,3,2016,5,2016-03-10T07:44:31.000Z,7,10,3,2016,5
8589934730,2016-03-10T07:24:10.000Z,7,10,3,2016,5,2016-03-10T07:31:19.000Z,7,10,3,2016,5
8589934731,2016-03-10T07:29:11.000Z,7,10,3,2016,5,2016-03-10T07:34:05.000Z,7,10,3,2016,5
8589934732,2016-03-10T07:29:23.000Z,7,10,3,2016,5,2016-03-10T07:33:45.000Z,7,10,3,2016,5
8589934733,2016-03-10T07:31:14.000Z,7,10,3,2016,5,2016-03-10T07:43:11.000Z,7,10,3,2016,5
8589934734,2016-03-10T07:37:21.000Z,7,10,3,2016,5,2016-03-10T07:44:04.000Z,7,10,3,2016,5
8589934735,2016-03-10T07:37:55.000Z,7,10,3,2016,5,2016-03-10T07:53:14.000Z,7,10,3,2016,5
8589934736,2016-03-10T07:38:01.000Z,7,10,3,2016,5,2016-03-10T07:46:39.000Z,7,10,3,2016,5
8589934737,2016-03-10T07:38:08.000Z,7,10,3,2016,5,2016-03-10T07:44:10.000Z,7,10,3,2016,5
8589934738,2016-03-10T07:40:19.000Z,7,10,3,2016,5,2016-03-10T08:00:21.000Z,8,10,3,2016,5
8589934739,2016-03-10T07:40:27.000Z,7,10,3,2016,5,2016-03-10T07:47:25.000Z,7,10,3,2016,5
8589934740,2016-03-10T07:41:16.000Z,7,10,3,2016,5,2016-03-10T07:57:21.000Z,7,10,3,2016,5
8589934741,2016-03-10T07:41:21.000Z,7,10,3,2016,5,2016-03-10T08:02:29.000Z,8,10,3,2016,5
8589934742,2016-03-10T07:42:20.000Z,7,10,3,2016,5,2016-03-10T07:47:08.000Z,7,10,3,2016,5
8589934743,2016-03-10T07:43:00.000Z,7,10,3,2016,5,2016-03-10T08:01:08.000Z,8,10,3,2016,5
8589934744,2016-03-10T07:43:04.000Z,7,10,3,2016,5,2016-03-10T07:52:43.000Z,7,10,3,2016,5
8589934745,2016-03-10T07:47:07.000Z,7,10,3,2016,5,2016-03-10T08:00:08.000Z,8,10,3,2016,5
8589934746,2016-03-10T07:47:43.000Z,7,10,3,2016,5,2016-03-10T07:58:04.000Z,7,10,3,2016,5
8589934747,2016-03-10T07:48:48.000Z,7,10,3,2016,5,2016-03-10T07:59:05.000Z,7,10,3,2016,5
8589934748,2016-03-10T07:50:52.000Z,7,10,3,2016,5,2016-03-10T08:03:45.000Z,8,10,3,2016,5
8589934749,2016-03-10T07:51:23.000Z,7,10,3,2016,5,2016-03-10T08:16:25.000Z,8,10,3,2016,5
8589934750,2016-03-10T07:52:27.000Z,7,10,3,2016,5,2016-03-10T07:58:47.000Z,7,10,3,2016,5
8589934751,2016-03-10T07:52:31.000Z,7,10,3,2016,5,2016-03-10T07:55:11.000Z,7,10,3,2016,5
8589934752,2016-03-10T07:55:42.000Z,7,10,3,2016,5,2016-03-10T07:59:09.000Z,7,10,3,2016,5
8589934753,2016-03-10T07:57:15.000Z,7,10,3,2016,5,2016-03-10T08:25:37.000Z,8,10,3,2016,5
8589934754,2016-03-10T07:58:01.000Z,7,10,3,2016,5,2016-03-10T08:05:26.000Z,8,10,3,2016,5
8589934755,2016-03-10T08:00:01.000Z,8,10,3,2016,5,2016-03-10T08:15:38.000Z,8,10,3,2016,5
8589934756,2016-03-10T08:00:08.000Z,8,10,3,2016,5,2016-03-10T08:03:03.000Z,8,10,3,2016,5
8589934757,2016-03-10T08:00:51.000Z,8,10,3,2016,5,2016-03-10T08:12:56.000Z,8,10,3,2016,5
8589934758,2016-03-10T08:01:18.000Z,8,10,3,2016,5,2016-03-10T08:11:26.000Z,8,10,3,2016,5
8589934759,2016-03-10T08:02:30.000Z,8,10,3,2016,5,2016-03-10T08:14:21.000Z,8,10,3,2016,5
8589934760,2016-03-10T08:10:10.000Z,8,10,3,2016,5,2016-03-10T08:12:59.000Z,8,10,3,2016,5
8589934761,2016-03-10T08:14:55.000Z,8,10,3,2016,5,2016-03-10T08:27:40.000Z,8,10,3,2016,5
8589934762,2016-03-10T08:17:11.000Z,8,10,3,2016,5,2016-03-10T08:26:27.000Z,8,10,3,2016,5
8589934763,2016-03-10T08:17:25.000Z,8,10,3,2016,5,2016-03-10T08:29:23.000Z,8,10,3,2016,5
8589934764,2016-03-10T08:17:59.000Z,8,10,3,2016,5,2016-03-10T08:22:30.000Z,8,10,3,2016,5
8589934765,2016-03-10T08:18:21.000Z,8,10,3,2016,5,2016-03-10T08:30:52.000Z,8,10,3,2016,5
8589934766,2016-03-10T08:20:48.000Z,8,10,3,2016,5,2016-03-10T08:31:34.000Z,8,10,3,2016,5
8589934767,2016-03-10T08:21:12.000Z,8,10,3,2016,5,2016-03-10T08:25:28.000Z,8,10,3,2016,5
8589934768,2016-03-10T08:21:54.000Z,8,10,3,2016,5,2016-03-10T08:32:22.000Z,8,10,3,2016,5
8589934769,2016-03-10T08:22:07.000Z,8,10,3,2016,5,2016-03-10T08:39:11.000Z,8,10,3,2016,5
8589934770,2016-03-10T08:24:46.000Z,8,10,3,2016,5,2016-03-10T08:30:54.000Z,8,10,3,2016,5
8589934771,2016-03-10T08:24:51.000Z,8,10,3,2016,5,2016-03-10T08:26:58.000Z,8,10,3,2016,5
8589934772,2016-03-10T08:25:19.000Z,8,10,3,2016,5,2016-03-10T08:39:18.000Z,8,10,3,2016,5
8589934773,2016-03-10T08:28:17.000Z,8,10,3,2016,5,2016-03-10T08:35:10.000Z,8,10,3,2016,5
8589934774,2016-03-10T08:28:27.000Z,8,10,3,2016,5,2016-03-10T08:52:17.000Z,8,10,3,2016,5
8589934775,2016-03-10T08:29:22.000Z,8,10,3,2016,5,2016-03-10T09:15:17.000Z,9,10,3,2016,5
8589934776,2016-03-10T08:30:21.000Z,8,10,3,2016,5,2016-03-10T09:02:32.000Z,9,10,3,2016,5
8589934777,2016-03-10T08:30:32.000Z,8,10,3,2016,5,2016-03-10T08:46:14.000Z,8,10,3,2016,5
8589934778,2016-03-10T08:31:07.000Z,8,10,3,2016,5,2016-03-10T08:31:16.000Z,8,10,3,2016,5
8589934779,2016-03-10T08:32:27.000Z,8,10,3,2016,5,2016-03-10T08:41:03.000Z,8,10,3,2016,5
8589934780,2016-03-10T08:35:01.000Z,8,10,3,2016,5,2016-03-10T08:52:20.000Z,8,10,3,2016,5
8589934781,2016-03-10T08:35:55.000Z,8,10,3,2016,5,2016-03-10T08:45:36.000Z,8,10,3,2016,5
8589934782,2016-03-10T08:36:44.000Z,8,10,3,2016,5,2016-03-10T08:54:37.000Z,8,10,3,2016,5
8589934783,2016-03-10T08:38:11.000Z,8,10,3,2016,5,2016-03-10T08:45:29.000Z,8,10,3,2016,5
8589934784,2016-03-10T08:38:36.000Z,8,10,3,2016,5,2016-03-10T08:59:27.000Z,8,10,3,2016,5
8589934785,2016-03-10T08:39:32.000Z,8,10,3,2016,5,2016-03-10T08:50:44.000Z,8,10,3,2016,5
8589934786,2016-03-10T08:39:46.000Z,8,10,3,2016,5,2016-03-10T08:49:48.000Z,8,10,3,2016,5
8589934787,2016-03-10T08:40:05.000Z,8,10,3,2016,5,2016-03-10T08:47:08.000Z,8,10,3,2016,5
8589934788,2016-03-10T08:40:08.000Z,8,10,3,2016,5,2016-03-10T08:45:23.000Z,8,10,3,2016,5
8589934789,2016-03-10T08:40:33.000Z,8,10,3,2016,5,2016-03-10T09:37:01.000Z,9,10,3,2016,5
8589934790,2016-03-10T08:41:53.000Z,8,10,3,2016,5,2016-03-10T09:10:57.000Z,9,10,3,2016,5
8589934791,2016-03-10T08:42:43.000Z,8,10,3,2016,5,2016-03-10T08:47:40.000Z,8,10,3,2016,5
8589934792,2016-03-10T08:44:16.000Z,8,10,3,2016,5,2016-03-10T09:15:29.000Z,9,10,3,2016,5
8589934793,2016-03-10T08:44:44.000Z,8,10,3,2016,5,2016-03-10T08:59:17.000Z,8,10,3,2016,5
8589934794,2016-03-10T08:46:46.000Z,8,10,3,2016,5,2016-03-10T08:58:28.000Z,8,10,3,2016,5
8589934795,2016-03-10T08:46:53.000Z,8,10,3,2016,5,2016-03-10T08:55:19.000Z,8,10,3,2016,5
8589934796,2016-03-10T08:47:00.000Z,8,10,3,2016,5,2016-03-10T08:54:47.000Z,8,10,3,2016,5
8589934797,2016-03-10T08:47:44.000Z,8,10,3,2016,5,2016-03-10T09:06:42.000Z,9,10,3,2016,5
8589934798,2016-03-10T08:47:47.000Z,8,10,3,2016,5,2016-03-10T09:08:15.000Z,9,10,3,2016,5
8589934799,2016-03-10T08:50:58.000Z,8,10,3,2016,5,2016-03-10T09:01:55.000Z,9,10,3,2016,5
8589934800,2016-03-10T08:51:04.000Z,8,10,3,2016,5,2016-03-10T09:11:10.000Z,9,10,3,2016,5
8589934801,2016-03-10T08:52:38.000Z,8,10,3,2016,5,2016-03-10T08:58:28.000Z,8,10,3,2016,5
8589934802,2016-03-10T08:53:41.000Z,8,10,3,2016,5,2016-03-10T09:13:49.000Z,9,10,3,2016,5
8589934803,2016-03-10T08:54:01.000Z,8,10,3,2016,5,2016-03-10T09:14:47.000Z,9,10,3,2016,5
8589934804,2016-03-10T08:56:09.000Z,8,10,3,2016,5,2016-03-10T08:58:29.000Z,8,10,3,2016,5
8589934805,2016-03-10T08:57:06.000Z,8,10,3,2016,5,2016-03-10T09:04:17.000Z,9,10,3,2016,5
8589934806,2016-03-10T08:57:54.000Z,8,10,3,2016,5,2016-03-10T09:09:55.000Z,9,10,3,2016,5
8589934807,2016-03-10T08:58:01.000Z,8,10,3,2016,5,2016-03-10T09:11:15.000Z,9,10,3,2016,5
8589934808,2016-03-10T08:59:05.000Z,8,10,3,2016,5,2016-03-10T09:25:50.000Z,9,10,3,2016,5
8589934809,2016-03-10T09:00:15.000Z,9,10,3,2016,5,2016-03-10T09:09:14.000Z,9,10,3,2016,5
8589934810,2016-03-10T09:01:23.000Z,9,10,3,2016,5,2016-03-10T09:08:47.000Z,9,10,3,2016,5
8589934811,2016-03-10T09:05:48.000Z,9,10,3,2016,5,2016-03-10T09:16:08.000Z,9,10,3,2016,5
8589934812,2016-03-10T09:06:54.000Z,9,10,3,2016,5,2016-03-10T09:12:57.000Z,9,10,3,2016,5
8589934813,2016-03-10T09:07:20.000Z,9,10,3,2016,5,2016-03-10T09:21:46.000Z,9,10,3,2016,5
8589934814,2016-03-10T09:10:44.000Z,9,10,3,2016,5,2016-03-10T09:20:32.000Z,9,10,3,2016,5
8589934815,2016-03-10T09:10:47.000Z,9,10,3,2016,5,2016-03-10T09:14:53.000Z,9,10,3,2016,5
8589934816,2016-03-10T09:10:49.000Z,9,10,3,2016,5,2016-03-10T09:20:22.000Z,9,10,3,2016,5
8589934817,2016-03-10T09:11:31.000Z,9,10,3,2016,5,2016-03-10T09:21:44.000Z,9,10,3,2016,5
