datetime_id,tpep_pickup_datetime,pick_hour,pick_day,pick_month,pick_year,pick_weekday,tpep_dropoff_datetime,drop_hour,drop_day,drop_month,drop_year,drop_weekday
61,2016-03-10T10:31:03.000Z,10,10,3,2016,5,2016-03-10T10:35:20.000Z,10,10,3,2016,5
62,2016-03-10T10:31:22.000Z,10,10,3,2016,5,2016-03-10T10:40:01.000Z,10,10,3,2016,5
63,2016-03-10T10:31:25.000Z,10,10,3,2016,5,2016-03-10T10:39:38.000Z,10,10,3,2016,5
64,2016-03-10T10:31:36.000Z,10,10,3,2016,5,2016-03-10T10:44:06.000Z,10,10,3,2016,5
65,2016-03-10T10:33:18.000Z,10,10,3,2016,5,2016-03-10T10:37:31.000Z,10,10,3,2016,5
66,2016-03-10T10:35:44.000Z,10,10,3,2016,5,2016-03-10T10:53:17.000Z,10,10,3,2016,5
67,2016-03-10T10:36:08.000Z,10,10,3,2016,5,2016-03-10T10:46:10.000Z,10,10,3,2016,5
68,2016-03-10T10:36:53.000Z,10,10,3,2016,5,2016-03-10T10:44:09.000Z,10,10,3,2016,5
69,2016-03-10T10:37:00.000Z,10,10,3,2016,5,2016-03-10T10:58:13.000Z,10,10,3,2016,5
70,2016-03-10T10:37:15.000Z,10,10,3,2016,5,2016-03-10T10:51:02.000Z,10,10,3,2016,5
71,2016-03-10T10:38:49.000Z,10,10,3,2016,5,2016-03-10T10:44:00.000Z,10,10,3,2016,5
72,2016-03-10T10:39:03.000Z,10,10,3,2016,5,2016-03-10T10:44:30.000Z,10,10,3,2016,5
73,2016-03-10T10:39:54.000Z,10,10,3,2016,5,2016-03-10T10:51:10.000Z,10,10,3,2016,5
74,2016-03-10T10:41:01.000Z,10,10,3,2016,5,2016-03-10T10:45:42.000Z,10,10,3,2016,5
75,2016-03-10T10:41:03.000Z,10,10,3,2016,5,2016-03-10T10:50:03.000Z,10,10,3,2016,5
76,2016-03-10T10:42:01.000Z,10,10,3,2016,5,2016-03-10T10:50:16.000Z,10,10,3,2016,5
77,2016-03-10T10:44:50.000Z,10,10,3,2016,5,2016-03-10T11:17:39.000Z,11,10,3,2016,5
78,2016-03-10T10:46:04.000Z,10,10,3,2016,5,2016-03-10T11:15:19.000Z,11,10,3,2016,5
79,2016-03-10T10:47:22.000Z,10,10,3,2016,5,2016-03-10T10:58:21.000Z,10,10,3,2016,5
80,2016-03-10T10:47:27.000Z,10,10,3,2016,5,2016-03-10T10:53:10.000Z,10,10,3,2016,5
81,2016-03-10T10:52:36.000Z,10,10,3,2016,5,2016-03-10T10:59:18.000Z,10,10,3,2016,5
82,2016-03-10T10:53:07.000Z,10,10,3,2016,5,2016-03-10T11:12:38.000Z,11,10,3,2016,5
83,2016-03-10T10:53:31.000Z,10,10,3,2016,5,2016-03-10T11:12:59.000Z,11,10,3,2016,5
84,2016-03-10T10:54:02.000Z,10,10,3,2016,5,2016-03-10T11:15:31.000Z,11,10,3,2016,5
85,2016-03-10T10:58:25.000Z,10,10,3,2016,5,2016-03-10T11:00:38.000Z,11,10,3,2016,5
86,2016-03-10T11:01:26.000Z,11,10,3,2016,5,2016-03-10T11:11:10.000Z,11,10,3,2016,5
87,2016-03-10T11:01:56.000Z,11,10,3,2016,5,2016-03-10T11:09:36.000Z,11,10,3,2016,5
88,2016-03-10T11:05:02.000Z,11,10,3,2016,5,2016-03-10T11:20:12.000Z,11,10,3,2016,5
89,2016-03-10T11:05:47.000Z,11,10,3,2016,5,2016-03-10T11:15:06.000Z,11,10,3,2016,5
90,2016-03-10T11:06:35.000Z,11,10,3,2016,5,2016-03-10T11:15:53.000Z,11,10,3,2016,5
91,2016-03-10T11:06:38.000Z,11,10,3,2016,5,2016-03-10T11:21:30.000Z,11,10,3,2016,5
92,2016-03-10T11:09:20.000Z,11,10,3,2016,5,2016-03-10T11:34:53.000Z,11,10,3,2016,5
93,2016-03-10T11:09:36.000Z,11,10,3,2016,5,2016-03-10T11:14:41.000Z,11,10,3,2016,5
94,2016-03-10T11:11:00.000Z,11,10,3,2016,5,2016-03-10T11:18:35.000Z,11,10,3,2016,5
95,2016-03-10T11:11:51.000Z,11,10,3,2016,5,2016-03-10T11:49:09.000Z,11,10,3,2016,5
96,2016-03-10T11:18:40.000Z,11,10,3,2016,5,2016-03-10T11:39:23.000Z,11,10,3,2016,5
97,2016-03-10T11:19:16.000Z,11,10,3,2016,5,2016-03-10T11:25:12.000Z,11,10,3,2016,5
98,2016-03-10T11:21:20.000Z,11,10,3,2016,5,2016-03-10T11:33:42.000Z,11,10,3,2016,5
99,2016-03-10T11:21:20.000Z,11,10,3,2016,5,2016-03-10T11:40:53.000Z,11,10,3,2016,5
100,2016-03-10T11:21:28.000Z,11,10,3,2016,5,2016-03-10T11:32:35.000Z,11,10,3,2016,5
101,2016-03-10T11:22:58.000Z,11,10,3,2016,5,2016-03-10T11:32:42.000Z,11,10,3,2016,5
102,2016-03-10T11:24:47.000Z,11,10,3,2016,5,2016-03-10T11:34:24.000Z,11,10,3,2016,5
103,2016-03-10T11:24:49.000Z,11,10,3,2016,5,2016-03-10T11:38:32.000Z,11,10,3,2016,5
104,2016-03-10T11:26:03.000Z,11,10,3,2016,5,2016-03-10T11:37:08.000Z,11,10,3,2016,5
105,2016-03-10T11:26:40.000Z,11,10,3,2016,5,2016-03-10T11:42:33.000Z,11,10,3,2016,5
106,2016-03-10T11:26:56.000Z,11,10,3,2016,5,2016-03-10T11:31:42.000Z,11,10,3,2016,5
107,2016-03-10T11:27:04.000Z,11,10,3,2016,5,2016-03-10T11:45:25.000Z,11,10,3,2016,5
108,2016-03-10T11:28:37.000Z,11,10,3,2016,5,2016-03-10T12:29:32.000Z,12,10,3,2016,5
109,2016-03-10T11:29:24.000Z,11,10,3,2016,5,2016-03-10T11:53:45.000Z,11,10,3,2016,5
110,2016-03-10T11:32:22.000Z,11,10,3,2016,5,2016-03-10T11:50:48.000Z,11,10,3,2016,5
111,2016-03-10T11:32:37.000Z,11,10,3,2016,5,2016-03-10T11:49:08.000Z,11,10,3,2016,5
112,2016-03-10T11:33:05.000Z,11,10,3,2016,5,2016-03-10T11:41:59.000Z,11,10,3,2016,5
113,2016-03-10T11:33:11.000Z,11,10,3,2016,5,2016-03-10T11:47:42.000Z,11,10,3,2016,5
114,2016-03-10T11:35:05.000Z,11,10,3,2016,5,2016-03-10T11:57:02.000Z,11,10,3,2016,5
115,2016-03-10T11:35:59.000Z,11,10,3,2016,5,2016-03-10T11:46:39.000Z,11,10,3,2016,5
116,2016-03-10T11:37:45.000Z,11,10,3,2016,5,2016-03-10T11:53:58.000Z,11,10,3,2016,5
117,2016-03-10T11:38:00.000Z,11,10,3,2016,5,2016-03-10T11:46:38.000Z,11,10,3,2016,5
118,2016-03-10T11:38:04.000Z,11,10,3,2016,5,2016-03-10T11:49:07.000Z,11,10,3,2016,5
119,2016-03-10T11:38:19.000Z,11,10,3,2016,5,2016-03-10T12:04:22.000Z,12,10,3,2016,5
120,2016-03-10T11:40:15.000Z,11,10,3,2016,5,2016-03-10T12:10:08.000Z,12,10,3,2016,5
121,2016-03-10T11:41:17.000Z,11,10,3,2016,5,2016-03-10T12:01:47.000Z,12,10,3,2016,5
122,2016-03-10T11:47:04.000Z,11,10,3,2016,5,2016-03-10T11:54:52.000Z,11,10,3,2016,5
123,2016-03-10T11:47:37.000Z,11,10,3,2016,5,2016-03-10T12:02:46.000Z,12,10,3,2016,5
124,2016-03-10T11:48:49.000Z,11,10,3,2016,5,2016-03-10T12:05:37.000Z,12,10,3,2016,5
125,2016-03-10T11:49:00.000Z,11,10,3,2016,5,2016-03-10T11:54:48.000Z,11,10,3,2016,5
126,2016-03-10T11:53:18.000Z,11,10,3,2016,5,2016-03-10T11:57:50.000Z,11,10,3,2016,5
127,2016-03-10T11:54:37.000Z,11,10,3,2016,5,2016-03-10T12:05:16.000Z,12,10,3,2016,5
128,2016-03-10T12:03:00.000Z,12,10,3,2016,5,2016-03-10T12:16:33.000Z,12,10,3,2016,5
129,2016-03-10T12:04:37.000Z,12,10,3,2016,5,2016-03-11T11:58:31.000Z,11,11,3,2016,6
130,2016-03-10T12:06:15.000Z,12,10,3,2016,5,2016-03-10T12:07:05.000Z,12,10,3,2016,5
131,2016-03-10T12:06:28.000Z,12,10,3,2016,5,2016-03-10T12:23:28.000Z,12,10,3,2016,5
132,2016-03-10T12:06:36.000Z,12,10,3,2016,5,2016-03-10T12:16:27.000Z,12,10,3,2016,5
133,2016-03-10T09:27:28.000Z,9,10,3,2016,5,2016-03-10T09:49:17.000Z,9,10,3,2016,5
134,2016-03-10T09:27:58.000Z,9,10,3,2016,5,2016-03-10T09:30:14.000Z,9,10,3,2016,5
135,2016-03-10T09:28:51.000Z,9,10,3,2016,5,2016-03-10T09:42:25.000Z,9,10,3,2016,5
136,2016-03-10T09:29:48.000Z,9,10,3,2016,5,2016-03-10T09:36:06.000Z,9,10,3,2016,5
137,2016-03-10T09:32:15.000Z,9,10,3,2016,5,2016-03-10T09:40:14.000Z,9,10,3,2016,5
138,2016-03-10T09:35:43.000Z,9,10,3,2016,5,2016-03-10T09:43:04.000Z,9,10,3,2016,5
139,2016-03-10T09:36:22.000Z,9,10,3,2016,5,2016-03-10T09:42:21.000Z,9,10,3,2016,5
140,2016-03-10T09:36:50.000Z,9,10,3,2016,5,2016-03-10T09:58:54.000Z,9,10,3,2016,5
141,2016-03-10T09:36:53.000Z,9,10,3,2016,5,2016-03-10T09:47:48.000Z,9,10,3,2016,5
142,2016-03-10T09:37:45.000Z,9,10,3,2016,5,2016-03-10T09:58:34.000Z,9,10,3,2016,5
143,2016-03-10T09:40:08.000Z,9,10,3,2016,5,2016-03-10T09:48:48.000Z,9,10,3,2016,5
144,2016-03-10T09:42:48.000Z,9,10,3,2016,5,2016-03-10T09:59:56.000Z,9,10,3,2016,5
145,2016-03-10T09:43:05.000Z,9,10,3,2016,5,2016-03-10T10:03:30.000Z,10,10,3,2016,5
146,2016-03-10T09:44:47.000Z,9,10,3,2016,5,2016-03-10T09:51:51.000Z,9,10,3,2016,5
147,2016-03-10T09:48:39.000Z,9,10,3,2016,5,2016-03-10T09:56:13.000Z,9,10,3,2016,5
148,2016-03-10T09:49:22.000Z,9,10,3,2016,5,2016-03-10T09:57:17.000Z,9,10,3,2016,5
149,2016-03-10T09:50:45.000Z,9,10,3,2016,5,2016-03-10T10:08:44.000Z,10,10,3,2016,5
150,2016-03-10T09:53:44.000Z,9,10,3,2016,5,2016-03-10T10:10:00.000Z,10,10,3,2016,5
151,2016-03-10T09:53:58.000Z,9,10,3,2016,5,2016-03-10T10:08:01.000Z,10,10,3,2016,5
152,2016-03-10T09:54:56.000Z,9,10,3,2016,5,2016-03-10T10:05:07.000Z,10,10,3,2016,5
153,2016-03-10T09:55:19.000Z,9,10,3,2016,5,2016-03-10T10:19:52.000Z,10,10,3,2016,5
154,2016-03-10T09:56:02.000Z,9,10,3,2016,5,2016-03-10T10:07:24.000Z,10,10,3,2016,5
155,2016-03-10T10:00:04.000Z,10,10,3,2016,5,2016-03-10T10:26:07.000Z,10,10,3,2016,5
156,2016-03-10T10:01:51.000Z,10,10,3,2016,5,2016-03-10T10:08:45.000Z,10,10,3,2016,5
157,2016-03-10T10:02:26.000Z,10,10,3,2016,5,2016-03-10T10:10:53.000Z,10,10,3,2016,5
158,2016-03-10T10:03:30.000Z,10,10,3,2016,5,2016-03-10T10:16:49.000Z,10,10,3,2016,5
159,2016-03-10T10:04:55.000Z,10,10,3,2016,5,2016-03-10T10:13:21.000Z,10,10,3,2016,5
160,2016-03-10T10:05:19.000Z,10,10,3,2016,5,2016-03-10T10:19:43.000Z,10,10,3,2016,5
161,2016-03-10T10:05:23.000Z,10,10,3,2016,5,2016-03-10T10:13:58.000Z,10,10,3,2016,5
162,2016-03-10T10:07:24.000Z,10,10,3,2016,5,2016-03-10T10:21:11.000Z,10,10,3,2016,5
163,2016-03-10T10:07:28.000Z,10,10,3,2016,5,2016-03-10T10:13:46.000Z,10,10,3,2016,5
164,2016-03-10T10:08:47.000Z,10,10,3,2016,5,2016-03-10T10:24:15.000Z,10,10,3,2016,5
165,2016-03-10T10:09:36.000Z,10,10,3,2016,5,2016-03-10T10:30:45.000Z,10,10,3,2016,5
166,2016-03-10T10:09:52.000Z,10,10,3,2016,5,2016-03-10T10:16:12.000Z,10,10,3,2016,5
167,2016-03-10T10:12:13.000Z,10,10,3,2016,5,2016-03-10T10:18:21.000Z,10,10,3,2016,5
168,2016-03-10T10:12:40.000Z,10,10,3,2016,5,2016-03-10T10:19:31.000Z,10,10,3,2016,5
169,2016-03-10T10:13:11.000Z,10,10,3,2016,5,2016-03-10T10:22:36.000Z,10,10,3,2016,5
170,2016-03-10T10:16:45.000Z,10,10,3,2016,5,2016-03-10T10:32:36.000Z,10,10,3,2016,5
171,2016-03-10T10:16:59.000Z,10,10,3,2016,5,2016-03-10T10:56:45.000Z,10,10,3,2016,5
172,2016-03-10T10:17:01.000Z,10,10,3,2016,5,2016-03-10T10:29:52.000Z,10,10,3,2016,5
173,2016-03-10T10:17:56.000Z,10,10,3,2016,5,2016-03-10T10:51:37.000Z,10,10,3,2016,5
174,2016-03-10T10:18:15.000Z,10,10,3,2016,5,2016-03-10T10:22:02.000Z,10,10,3,2016,5
175,2016-03-10T10:19:41.000Z,10,10,3,2016,5,2016-03-10T10:25:26.000Z,10,10,3,2016,5
176,2016-03-10T10:20:52.000Z,10,10,3,2016,5,2016-03-10T10:21:17.000Z,10,10,3,2016,5
177,2016-03-10T10:24:25.000Z,10,10,3,2016,5,2016-03-10T10:49:32.000Z,10,10,3,2016,5
178,2016-03-10T10:25:10.000Z,10,10,3,2016,5,2016-03-10T10:38:14.000Z,10,10,3,2016,5
179,2016-03-10T10:25:34.000Z,10,10,3,2016,5,2016-03-10T10:32:33.000Z,10,10,3,2016,5
180,2016-03-10T10:26:53.000Z,10,10,3,2016,5,2016-03-10T10:35:45.000Z,10,10,3,2016,5
181,2016-03-10T10:28:45.000Z,10,10,3,2016,5,2016-03-10T10:34:05.000Z,10,10,3,2016,5
182,2016-03-10T10:29:59.000Z,10,10,3,2016,5,2016-03-10T10:45:56.000Z,10,10,3,2016,5
183,2016-03-10T10:30:44.000Z,10,10,3,2016,5,2016-03-10T10:36:37.000Z,10,10,3,2016,5
184,2016-03-10T10:32:40.000Z,10,10,3,2016,5,2016-03-10T10:43:43.000Z,10,10,3,2016,5
185,2016-03-10T10:34:12.000Z,10,10,3,2016,5,2016-03-10T10:55:00.000Z,10,10,3,2016,5
186,2016-03-10T10:34:22.000Z,10,10,3,2016,5,2016-03-10T10:45:10.000Z,10,10,3,2016,5
187,2016-03-10T10:34:47.000Z,10,10,3,2016,5,2016-03-10T10:52:57.000Z,10,10,3,2016,5
188,2016-03-10T10:35:02.000Z,10,10,3,2016,5,2016-03-10T10:46:07.000Z,10,10,3,2016,5
189,2016-03-10T10:36:33.000Z,10,10,3,2016,5,2016-03-10T11:06:50.000Z,11,10,3,2016,5
190,2016-03-10T10:38:39.000Z,10,10,3,2016,5,2016-03-10T11:49:45.000Z,11,10,3,2016,5
191,2016-03-10T10:38:48.000Z,10,10,3,2016,5,2016-03-10T10:44:39.000Z,10,10,3,2016,5
192,2016-03-10T10:39:45.000Z,10,10,3,2016,5,2016-03-10T10:57:28.000Z,10,10,3,2016,5
193,2016-03-10T10:42:14.000Z,10,10,3,2016,5,2016-03-10T10:49:39.000Z,10,10,3,2016,5
194,2016-03-10T10:42:25.000Z,10,10,3,2016,5,2016-03-10T10:58:28.000Z,10,10,3,2016,5
195,2016-03-10T10:42:27.000Z,10,10,3,2016,5,2016-03-10T10:54:12.000Z,10,10,3,2016,5
196,2016-03-10T10:42:56.000Z,10,10,3,2016,5,2016-03-10T11:04:50.000Z,11,10,3,2016,5
197,2016-03-10T10:45:13.000Z,10,10,3,2016,5,2016-03-10T11:07:16.000Z,11,10,3,2016,5
198,2016-03-10T10:45:27.000Z,10,10,3,2016,5,2016-03-10T11:29:53.000Z,11,10,3,2016,5
199,2016-03-10T10:46:38.000Z,10,10,3,2016,5,2016-03-10T11:00:05.000Z,11,10,3,2016,5
200,2016-03-10T10:49:02.000Z,10,10,3,2016,5,2016-03-10T11:19:58.000Z,11,10,3,2016,5
201,2016-03-10T10:49:03.000Z,10,10,3,2016,5,2016-03-10T11:42:41.000Z,11,10,3,2016,5
202,2016-03-10T10:49:07.000Z,10,10,3,2016,5,2016-03-10T11:01:51.000Z,11,10,3,2016,5
203,2016-03-10T10:50:00.000Z,10,10,3,2016,5,2016-03-10T10:59:00.000Z,10,10,3,2016,5
204,2016-03-10T10:50:03.000Z,10,10,3,2016,5,2016-03-10T11:09:11.000Z,11,10,3,2016,5
205,2016-03-10T10:53:10.000Z,10,10,3,2016,5,2016-03-10T10:53:15.000Z,10,10,3,2016,5
206,2016-03-10T10:53:56.000Z,10,10,3,2016,5,2016-03-10T11:49:53.000Z,11,10,3,2016,5
207,2016-03-10T10:54:25.000Z,10,10,3,2016,5,2016-03-10T11:04:18.000Z,11,10,3,2016,5
208,2016-03-10T10:58:22.000Z,10,10,3,2016,5,2016-03-10T10:58:29.000Z,10,10,3,2016,5
209,2016-03-10T10:59:26.000Z,10,10,3,2016,5,2016-03-10T11:09:21.000Z,11,10,3,2016,5
210,2016-03-10T10:59:28.000Z,10,10,3,2016,5,2016-03-10T11:01:10.000Z,11,10,3,2016,5
211,2016-03-10T10:59:45.000Z,10,10,3,2016,5,2016-03-10T11:06:21.000Z,11,10,3,2016,5
212,2016-03-10T10:59:50.000Z,10,10,3,2016,5,2016-03-10T11:15:24.000Z,11,10,3,2016,5
213,2016-03-10T11:01:33.000Z,11,10,3,2016,5,2016-03-10T11:27:51.000Z,11,10,3,2016,5
214,2016-03-10T11:02:27.000Z,11,10,3,2016,5,2016-03-10T11:08:37.000Z,11,10,3,2016,5
215,2016-03-10T11:03:36.000Z,11,10,3,2016,5,2016-03-10T11:13:32.000Z,11,10,3,2016,5
216,2016-03-10T11:08:13.000Z,11,10,3,2016,5,2016-03-10T11:24:36.000Z,11,10,3,2016,5
217,2016-03-10T11:09:10.000Z,11,10,3,2016,5,2016-03-10T11:15:53.000Z,11,10,3,2016,5
218,2016-03-10T11:09:26.000Z,11,10,3,2016,5,2016-03-10T11:36:06.000Z,11,10,3,2016,5
219,2016-03-10T11:18:14.000Z,11,10,3,2016,5,2016-03-10T11:33:57.000Z,11,10,3,2016,5
220,2016-03-10T11:21:50.000Z,11,10,3,2016,5,2016-03-10T11:42:16.000Z,11,10,3,2016,5
221,2016-03-10T11:22:17.000Z,11,10,3,2016,5,2016-03-10T11:34:42.000Z,11,10,3,2016,5
222,2016-03-10T11:22:31.000Z,11,10,3,2016,5,2016-03-10T11:34:46.000Z,11,10,3,2016,5
223,2016-03-10T11:27:22.000Z,11,10,3,2016,5,2016-03-10T12:11:14.000Z,12,10,3,2016,5
224,2016-03-10T11:28:41.000Z,11,10,3,2016,5,2016-03-10T11:36:59.000Z,11,10,3,2016,5
225,2016-03-10T11:32:18.000Z,11,10,3,2016,5,2016-03-10T11:46:27.000Z,11,10,3,2016,5
226,2016-03-10T11:32:59.000Z,11,10,3,2016,5,2016-03-10T11:55:06.000Z,11,10,3,2016,5
227,2016-03-10T11:34:02.000Z,11,10,3,2016,5,2016-03-10T11:54:26.000Z,11,10,3,2016,5
228,2016-03-10T11:34:03.000Z,11,10,3,2016,5,2016-03-10T11:46:54.000Z,11,10,3,2016,5
229,2016-03-10T11:34:32.000Z,11,10,3,2016,5,2016-03-10T11:59:03.000Z,11,10,3,2016,5
230,2016-03-10T11:35:58.000Z,11,10,3,2016,5,2016-03-10T11:41:57.000Z,11,10,3,2016,5
231,2016-03-10T11:36:06.000Z,11,10,3,2016,5,2016-03-10T11:41:49.000Z,11,10,3,2016,5
232,2016-03-10T11:36:12.000Z,11,10,3,2016,5,2016-03-10T11:57:07.000Z,11,10,3,2016,5
233,2016-03-10T11:36:29.000Z,11,10,3,2016,5,2016-03-10T12:03:49.000Z,12,10,3,2016,5
234,2016-03-10T11:37:00.000Z,11,10,3,2016,5,2016-03-10T11:58:29.000Z,11,10,3,2016,5
235,2016-03-10T11:38:51.000Z,11,10,3,2016,5,2016-03-10T11:47:25.000Z,11,10,3,2016,5
236,2016-03-10T11:38:58.000Z,11,10,3,2016,5,2016-03-10T12:00:59.000Z,12,10,3,2016,5
237,2016-03-10T11:39:42.000Z,11,10,3,2016,5,2016-03-10T11:49:03.000Z,11,10,3,2016,5
